Original|Translated
Shadow Clone|Schattenklon
Murloc Viking|Murlocwikinger
Barbed Web|Dornennetz
Razors|Klingenklauen
Pull|Ziehen
Creeping Shadows|Sickernde Schatten
Void Corruption|Leerenverderbnis
Mental Fortitude|Mentale Stärke
A Mother's Love|Mutterliebe
Fel Creep|Dämonischer Boden
Gravity|Gravitation
Sphere of Insanity|Sphäre des Wahnsinns
Fel Spikes|Teufelsstacheln
Cosmic Scythe|Kosmische Sense
Nether Rip|Netherriss
Interdimensional Mirror|Interdimensionaler Spiegel
Summon Aviash|Aviash herbeirufen
Seaforium Blasting Stick|Zephyriumsprengladung
Caltrops|Krähenfüße
Cauterizing Blink|Kauterisierendes Blinzeln
Horrid Breath|Abscheulicher Atem
Dismantling|Zerlegen
Infusing|Durchfluten
Soul Cage|Seelengefängnis
Fel Spray|Teufelsgischt
Waygate Transfer|Tortransfer
Infernal Cleave|Höllisches Spalten
Spear Leap|Speersprung
Shackle Soul|Seele anketten
Shroud Strike|Verhüllter Stoß
Focused Light|Fokussiertes Licht
Felbound|Dämonenversklavter
Lock and Load|Sichern und Laden
Taint of the Sea|Verseuchung des Meeres
Spear of Anguish|Speer der Pein
Expunge|Ausmerzen
Spirit Journey|Geistreise
Foul Bile|Faulende Galle
Drelanim Whisperwind|Drelanim Wisperwind
Bonestorm|Knochensturm
Energy Trap|Energiefalle
Start Scenario|Szenario starten
Leap!|Sprung!
Fall Down|Stürzen
Dark Arrow|Dunkler Pfeil
Biting Winds|Beißende Winde
Gathering Storm|Aufziehender Sturm
Glacial Advance|Unaufhaltbarer Gletscher
Reap Soul|Seele ernten
Soul Echoes|Seelenechos
Fel Trap|Teufelsfalle
Salvaging|Bergen
Defiant Strike|Unbeugsamer Stoß
Rejuvenating Waters|Verjüngende Wasser
Beaming Gaze|Starrender Strahl
Call of the Warblades|Ruf der Kriegsklingen
Spiked Carapace|Stachelpanzer
Aftermath|Nachwirkung
Mighty Slam|Mächtiges Schmettern
Pirate Hat|Piratenhut
Marrowrend|Markzerfetzer
Aqua Spout|Wasserschwall
Reinforced Armor|Verstärkte Rüstung
Death's Caress|Hand des Todes
Good Karma|Gutes Karma
Nightwell Energy|Nachtbrunnenenergie
Raging Fury|Wütender Zorn
Channel Magic|Magie kanalisieren
Chilled to the Core|Durchgefroren
Nightblade|Venthyr
Shattered Rune|Zerschmetterte Rune
Short Fuse|Kurze Lunte
Energy Burst|Energieausbruch
Phase Prereq|Phasenvorbereitung
Blinding Peck|Blendendes Picken
Fiery Blink|Feuriges Blinzeln
Mercenary Mount|Söldnerreittier
Opportunity|Gelegenheit
Dust Emerge|Staubausbruch
Crosswinds|Scherwinde
Next Treasure Chest|Nächste Schatztruhe
Bloodworms|Blutwürmer
Savage Claws|Wilde Klauen
Burning Slash|Brennender Schlitzer
Quarantine|Quarantäne
Lightforged Defense Matrix|Lichtgeschmiedete Verteidigungsmatrix
Blood Call|Blutruf
Spectre Rush|Gespenstischer Sturm
Suppression Protocol|Unterdrückungsprotokoll
Double Jump|Doppelsprung
Contagion|Ansteckung
Jagged Claws|Gezackte Klauen
Burning Claws|Brennende Klauen
Ashbringer Recognition|Erkennen des Aschenbringers
Assuming Control|Kontrolle übernehmen
Chaotic Tempest|Chaotisches Sturmgewitter
Roiling Storm|Grollender Sturm
Demonbolt|Dämonenblitz
Phoenix Reborn|Wiedergeborener Phönix
Exit Teleport|Teleport verlassen
Grievous Leap|Schmerzhafter Sprung
Fel Channel|Teufelskanalisierung
Overcharge Mana|Mana überladen
Eradication|Ausrottung
Remove Tomes|Folianten entfernen
Channel Demonfire|Dämonenfeuer kanalisieren
Latent Power|Latente Macht
Renew the Faith|Stärkung des Glaubens
Ravenous Leap|Gieriger Sprung
Restless Earth|Ruhelose Erde
Claw Frenzy|Klauenzorn
Starlight Beacon|Sternenleuchtfeuer
Warden's Trap|Falle der Wächterin
Save the Fallen|Rettung der Gefallenen
Conflagration of Chaos|Chaosfeuersbrunst
Volatile Magic|Instabile Magie
Dimensional Rift|Dimensionsriss
Soul Burst|Seelenbersten
Monsoon|Monsun
Shadowy Tear|Schattenhafter Riss
Strikethrough|Durchdringender Stich
Divine Image|Göttliches Abbild
Lord of Flames|Herr der Flammen
Special Delivery|Speziallieferung
Chi Orbit|Chiorbit
Crystal Growth|Kristallwuchs
Nether Link|Netherverbindung
Fel Gaze|Teufelsblick
Arcane Desolation|Arkane Verwüstung
Light Eruption|Lichteruption
Death Breath|Todesatem
Open Prisons|Gefängnisse öffnen
Shattered Soul|Zerschmetterte Seele
Feral Lunge|Wildes Anspringen
Give No Quarter|Schonungslos
Raise Skulker|Schleicher erwecken
Hit and Run|Drauf und weg
Voodoo Totem|Voodoototem
Grim Fate|Finsteres Schicksal
Call of the Legion|Ruf der Legion
Violent Fel Energy|Wilde Teufelsenergie
Maneuverability|Aalglatt
Leeching Bite|Blutsaugender Biss
Whisper of the Dead|Flüstern der Toten
Polymorph: Fish|Verwandlung: Fisch
Piercing Tentacle|Durchstechendes Tentakel
Creep|Boden
Holy|Heilig
Knife Throw|Messerwurf
Sundering|Zerschlagung
Gutripper|Magenfetzer
Gaseous Breath|Übler Atem
Catlike Reflexes|Katzenhafte Reflexe
Gaseous Cloud|Gaswolke
Fel Glaive|Teufelsgleve
Ray of Hope|Hoffnungsstrahl
Wandering Keg|Wanderndes Fass
Scaling By Item Level|Skalierung nach Gegenstandsstufe
Cruel Trap|Grausame Falle
Crushing Depths|Erdrückende Tiefen
Stormbound|Sturmgebundener
Finality: Eviscerate|Abschluss: Ausweiden
Healing Brew|Heilendes Gebräu
Finality|Endgültigkeit
Ley Siphon|Leykondensator
Stormy Weather|Stürmisches Wetter
Fel Slash|Teufelsschlitzen
Avatar of Vengeance|Avatar der Rache
Strength of Soul|Kraftvolle Seele
Dark Rush|Dunkler Ansturm
Dark Torrent|Dunkler Strom
Fel Eruption|Teufelseruption
Teach Flight Points|Flugpunkte lehren
Explosive Shadows|Explosive Schatten
Eye Beams|Augenstrahlen
Elder Charge|Ältestenansturm
Prevention Aura|Verhinderungsaura
Doomsayer|Weltuntergangsverkünder
Predator's Gaze|Blick des Raubtiers
Turbulent Waters|Aufgewühltes Wasser
Borrowed Time|Zeit schinden
Tentacle|Tentakel
Shuriken Storm|Shurikensturm
Travel to Pandaria|Nach Pandaria reisen
Buffeting Winds|Peitschende Winde
Nightmare Image|Alptraumabbild
Runic Brand|Runenbrandmal
Roaring Cacophony|Unerträgliches Gebrüll
Start Escort|Eskorte starten
Summon Revil|Revil beschwören
Out of Range|Außer Reichweite
Resume Escort|Eskorte fortsetzen
Barreling Momentum|Unkontrollierte Wucht
Arms|Waffen
Crystalline Ground|Kristalliner Boden
Divine Hammer|Göttlicher Hammer
Power of the Dark Side|Die Macht der dunklen Seite
Sins of the Many|Sünden der Vielen
Glowing Fragment|Leuchtendes Fragment
Summon Dark Rider|Dunklen Reiter beschwören
Creeping Venom|Schleichendes Gift
Raging Winds|Tobende Winde
Concentrated Power|Konzentrierte Macht
Mass Invisibility|Massenunsichtbarkeit
Fly to Skywall|Flug zum Himmelswall
Unworthy|Unwürdiger
Hatching|Schlüpfendes
Brutal Haymaker|Brutaler Schwinger
Pirate Charge|Piratenansturm
Wind Strikes|Windschläge
Attune the Compass|Den Kompass ausrichten
Primal Rampage|Urzeitliche Raserei
Necrotic Bolt|Nekrotischer Blitz
Necrotic Barrage|Nekrotischer Beschuss
Strike of the Mountain|Schlag des Berges
Alpha Wolf|Alphawolf
Survival|Überlebens
Wail|der
Infernal Power|Höllische Macht
Drink Up Me Hearties|Trinkt aus, Matrosen
Stance of the Mountain|Haltung des Berges
Trigger Val'kyr|Val'kyr auslösen
Thunderstrike|Donnerschlag
Thunder Burst|Tosender Donner
Grasping Spirits|Haschende Geister
Unbridled Wrath|Entfesselter Zorn
Vile Mushroom|Übler Pilz
Enduring Rage|Ausdauernde Wut
Crackling Storm|Knisternder Sturm
Cinderstorm|Funkensturm
Grab Shinfel|Shinfel ergreifen
Dark Infusion|Dunkle Infusion
Carrion Storm|Aassturm
Fly to Stormheim|Flug nach Sturmheim
Sap Soul|Seelenschwächung
Deployable Bullet Dispenser|Stationärer Kugelspender
Gunpowder Charge|Schwarzpulverladung
Pump-Action Bandage Gun|Repetierbandagenflinte
Gunpack|Waffenpaket
Auto-Hammer|Automatikhammer
Failure Detection Pylon|Fehlschlagdetektorpylon
Earthen Might|Irdene Macht
Valkyra's Advance|Vorstoß der Valkyra
Fel Visage|Teufelsfratze
Rumbling Stomp|Grollendes Stampfen
Cloud of Hypnosis|Hypnosewolke
Fel Bolt|Teufelsblitz
Sword and Board|Schwert und Schild
Sentinel|Schildwache
Jagganoth Smash|Jagganoths Schmettern
Stinging Swarm|Stechender Schwarm
Spiked Tongue|Hakenzunge
Shattered|Zerschmetterte
Thirst for Battle|Schlachtendrang
Slaughterhouse|Schlachthaus
Infernal Summon|Höllenbestie beschwören
Sweet Souls|Süße Seelen
Ravenous|Gefräßige
Shark!|Hai!
Cleanse the Weak|Läutert die Schwachen
Souls of the Damned|Seelen der Verdammten
Crush Smash|Quetschmalmen
Affliction|Gebrechens
Luminescence|Lumineszenz
Li Li's Kite|Li Lis Drachen
Leaping Retreat|Springender Rückzug
Wrath of Consumption|Zorn der Aufzehrung
Take the Fists of the Heavens|Fäuste der Himmel nehmen
Hallucinations|Halluzinationen
Whirlpool of Souls|Seelenwirbel
Bond of Kings|Bund der Könige
Guard Demon Transform|Dämonenverwandlung der Wache
Feral|Wilder
Blessings of Yu'lon|Segen von Yu'lon
Shroud of Winter|Schleier des Winters
Decomposing Aura|Zersetzungsaura
Burning Fel|Teufelsfontäne
Conduit|Leitung
Fade to Emerald Dream|In den Smaragdgrünen Traum wechseln
Arcane Rune|Arkane Rune
Energy Bar|Energieleiste
Shaohao's Mists of Wisdom|Shaohaos Nebel der Weisheit
Blink Strikes|Blinzelstöße
Reverse Cast|Zauber umkehren
Reaper of Souls|Seelensammler
Retrieving the Weapons of Storm|Waffen des Sturms aufnehmen
Nether Venom|Nethergift
Fel Cannonball|Teufelskanonenkugel
Corrosive Trail|Korrosive Schleimspur
Summon Jailer|Wärter beschwören
Imprisoned|Eingekerkerter
Apocalyptic Nightmare|Apokalyptischer Alptraum
Teleport: The Dreamway|Teleport: Der Traumpfad
Take Maw of the Damned|Schlund der Verdammten nehmen
Nightmare Ichor|Alptraumsekret
Recycle|Wiederverwerten
Guardian Angel|Schutzengel
Piloted Combat Mode|Gesteuerter Kampfmodus
Tangled Web|Verheddertes Netz
Coming Soon|In Kürze verfügbar
Summon Arcane Minion|Arkanen Diener beschwören
Take Thas'dorah|Thas'dorah nehmen
Knife Dance|Messertanz
Shapemender|Gestaltheiler
Telemancer's Trap|Telemantische Falle
Demonic Charge|Dämonischer Ansturm
Ursoc's Endurance|Ursocs Ausdauer
Protection of the Light|Obhut des Lichts
Foul Fel|Scheußliche Teufelsenergie
Savage Stomp|Wildes Stampfen
Sonic Environment Enhancer|Akustischer Stimmungsverbesserer
Recalibrating|Rekalibrieren
Activating Rune|Rune aktivieren
Second Sunrise|Zweiter Sonnenaufgang
Anguished Soul|Gequälte Seele
Anguished Souls|Gequälte Seelen
Blood Splat|Blutspritzer
Activate Beacon|Leuchtfeuer aktivieren
Unholy Mutation|Unheilige Mutation
Tyr's Deliverance|Tyrs Errettung
Star Shower|Sternenschauer
Shattered Visage|Zerbrochenes Antlitz
Voidstep|Leerenschritt
Molten Crash|Geschmolzenes Schmettern
Gloomblade|Düstere Klinge
Propelling Charge|Treibender Ansturm
Wrath and Fury|Zorn und Rage
Adaptive Fur|Wehrhafter Pelz
Bloodcraze|Blutwahnsinn
Juggernaut|Koloss
Fel Shield Blast|Teufelsschildexplosion
Deathstone|Totenstein
Create Gem|Edelstein herstellen
Spiked Bulwark|Stachelbewehrtes Bollwerk
Stormborn|Sturmgeboren
Savage Assault|Wilder Angriff
Arcane Zap|Arkanes Schocken
Join the Party|Der Gruppe beitreten
Enslaved|Versklavter
Raging Tempest|Wütender Gewittersturm
Rampant Life|Grassierende Flora
Shadowbind|Schattenbindung
Fast Feet|Flinke Füße
Blood Assault|Blutattacke
Nature's Gift|Gabe der Natur
Collapsing Shadows|Kollabierende Schatten
Disarming...|Entschärfen...
Fel Spit|Teufelsgeifer
Blood Bomb|Blutbombe
Bomb Squirrel Bomb|Eichhörnchenbombe sprengen
Pledge of Blood|Blutschwur
Hearty Feast|Herzhaftes Festmahl
Lavish Suramar Feast|Üppiges Festmahl von Suramar
Planting Seed|Samen einpflanzen
Chicken Swarm Rockets|Hühnchenschwärmer
Divine Judgment|Göttliches Urteil
Dread Inferno|Schreckensinferno
Demonbane|Dämonenschrecken
Overloaded!|Überladen!
Null Toxin|Nulltoxin
Fury of the Illidari|Zorn der Illidari
Inner Demons|Innere Dämonen
Rage of the Illidari|Wut der Illidari
Set Sail|Segel setzen
Congealing Vomit|Erstarrendes Erbrochenes
Pepper Breath|Pfefferatem
Polluted Outburst|Verseuchter Ausbruch
Bursting Ooze|Platzender Schlamm
Take the Blade|Die Klinge ergreifen
Blade of the Black Empire|Klinge des Schwarzen Imperiums
Throw Back|Zurückwerfen
Phantom Scythe|Phantomsense
Bloodsail Bombardment|Blutsegelbombardement
Call of the Swarm|Ruf des Schwarms
Undercurrent|Unterströmung
Call of the Deep|Ruf der Tiefe
Scorching Shot|Versengender Schuss
Predator|Raubtier
Fishing Skill|Angelfertigkeit
The Dreadblades|Die Schreckensklingen
Protector of the Pack|Beschützer des Rudels
Destroying Legion Portal|Legionsportal zerstören
Throw Bone|Knochen werfen
Fel Rip|Dämonisches Zerfetzen
Hot Trub|Heißer Trub
Sigil of Silence|Zeichen der Stille
Sigil of Chains|Zeichen der Ketten
Sigil of Misery|Zeichen des Elends
Impending Victory|Bevorstehender Sieg
Fired Up|Entfacht
Giantbreaker Spear|Riesenbrecherspeer
Resonance Totem|Totem der Resonanz
Sky|Himmel
Mandible Strike|Mandibelschlag
Mug of Mead|Metkrug
Raising Dead|Tote erwecken
Stellar Flare|Sterneneruption
Astral Communion|Astrale Vereinigung
Blessing of the Ancients|Segen der Urtume
Mighty Ox Kick|Tritt des mächtigen Ochsen
Summon Rogues|Schurken beschwören
Dark Side of the Moon|Die dunkle Seite des Mondes
Retrieving Sheilun, Staff of the Mists|Sheilun, Stab der Nebel aufnehmen
Fortune Turned|Abgewendetes Schicksal
Tainted Essence|Besudelte Essenz
Masquerade|Maskerade
Telemancy Beacon|Telemantischer Signalgeber
Revil Defeated|Revil besiegt
Refreshing Breeze|Erfrischender Windhauch
Treasure Map|Schatzkarte
Mortal Combo|Tödliche Combo
Teleport: Hub|Teleport: Zentrum
Shadow Sweep|Schattenschwung
Vampyr's Kiss|Kuss des Vampyrs
Blood Swarm|Blutschwarm
Curse of the Dreadblades|Fluch der Schreckensklingen
Defiled Consecration|Besudelte Weihe
Banshee's Blight|Pesthauch der Banshee
Fury of Elune|Zorn der Elune
Shadowstrikes|Schattenschläge
Essence of the Blood Princess|Essenz der Blutprinzessin
Gorelix Speaks|Gorelix spricht
Greed|Gier
Blood for Blood|Blut für Blut
Fel Mortar|Teufelsmörser
Conversation Starter|Gesprächsstarter
Moon and Stars|Mond und Sterne
Infested Breath|Verseuchter Atem
Summon Wyrmtongue|Wyrmzunge beschwören
Corrupted Breath|Verderbter Atem
Summon Riding Hippogryph|Reithippogryphen beschwören
Infested Ground|Befallener Boden
Place Turret|Geschützturm platzieren
Shadow Rend|Schattenverwundung
Spray and Pray|Aufs Geratewohl
Unstable Mana|Instabiles Mana
Summon Demon Hunters|Dämonenjäger beschwören
Fel Tear|Teufelsriss
Gateway Vision|Torsicht
Void Siphon|Leerensog
Flame Accelerant|Brandbeschleuniger
World in Flames|Welt in Flammen
Jumping|Springen
Expulse Shadows|Schatten ausstoßen
Shadow Image|Schattenbild
Summon Helper|Helfer beschwören
Reactive Resin|Reaktives Harz
Double Tap|Doppelschlag
Demonic Wards|Dämonischer Schutz
Neltharion's Fury|Neltharions Zorn
Heart of the Swarm|Das Herz des Schwarms
Focused Growth|Fokussiertes Wachstum
Chaotic Energy|Chaotische Energie
Chaotic Engery|Chaotische Energie
Arcane|Arkaner
Nightmare Bloom|Alptraumblüte
Transporting|Transportieren
Demon Spikes|Dämonenstachel
Dispel Illusions|Illusionen bannen
Terms of Engagement|Die Regeln des Gefechts
Detector|Detektor
Gazing|Starren
Corruption of the Dream|Die Verderbnis des Traums
Drowsy|Schlaftrunken
Rabbit out of a Hat|Kaninchen aus dem Hut
Siphon Spirit|Geist einfangen
Banish In Time|In der Zeit verbannen
Taking Power|Macht entreißen
Soul Fragments|Seelenfragmente
Blessed Hammer|Gesegneter Hammer
Fiery Brand|Flammendes Brandmal
Starving|Verhungernde
Eyebomb|Augenbombe
Consecrated Ground|Geweihter Boden
Lunar Beam|Mondstrahl
Final Stand|Glanzstunde
Aegis of Light|Aegis des Lichts
Chill Streak|Kettenunterkühlung
Purge the Wicked|Läuterung des Bösen
Encroaching Shadows|Wuchernde Schatten
Rabid Frenzy|Tollwütige Raserei
Bloodied Blade|Blutige Klinge
LOS Blocker|LOS-Blockade
Crystalline Fragments|Kristallene Fragmente
Cancel Auras|Auren abbrechen
Prisoners of Greystone|Gefangene von Graustein
Call of the Scorpid|Ruf des Skorpiden
Arcane Tether|Arkane Leine
Scorpid Tail|Skorpidschwanz
Acidic Fragments|Ätzende Fragmente
Fire and Ice|Feuer und Eis
Earthfury|Erdenwut
Lightning Lasso|Blitzschlaglasso
Soul Exhaustion|Seelenerschöpfung
Naga Harpoon|Nagaharpune
Crackling Shards|Knisternde Splitter
Lesser Bulwark|Geringes Bollwerk
Fire Infused|Feuererfüllt
Summon NPC|NSC beschwören
Cyclonic Vortex|Zyklonischer Vortex
Rain of Felfire|Teufelsfeuerregen
Toxic Chitin|Toxisches Chitin
Placing Jandvik Banner|Banner von Jandvik platzieren
Burning Explosion|Brennende Explosion
Fel Slime|Teufelsschleim
AI Cast|KI-Zauber
Fel Coalesce|Teuflische Vereinigung
Mother's Roar|Mütterliches Gebrüll
Arcane Ward|Arkaner Zauberschutz
Seraphim's Blessing|Segen der Seraphim
Arcane Fury|Arkaner Furor
Doom Winds|Schicksalswinde
Sleeping Dust|Schlafsand
Thunder Storm|Gewitter
Brimstone Destroyer Core|Kern eines Schwefelzerstörers
Void Torrent|Leerenstrom
Discovering|Entdecken
Blazing Hellfire|Loderndes Höllenfeuer
Destructive Whirlwind|Zerstörerischer Wirbelwind
Force Equip|Anlegen erzwingen
Soul Effigy|Seelenbildnis
Roaring Blaze|Loderndes Feuer
Dreadbite|Schreckensbiss
Death Penalty|Todesstrafe
Stasis Crystal|Stasiskristall
Felhide Gargantuan Death|Teufelsbalgkolosstod
Wake of Ashes|Aschewelle
Fel Lance|Teufelslanze
Strike of the Windlord|Schlag des Windlords
Teleport: Halls of Valor|Teleport: Die Hallen der Tapferkeit
Sheilun's Gift|Sheiluns Gabe
Wailing Arrow|Klagender Pfeil
Mark for Death|Zum Tode verurteilen
Odyn's Fury|Odyns Zorn
Coronal Ejection|Koronaler Massenauswurf
Jagged Spikes|Gezackte Stacheln
Demonic Trample|Dämonisches Trampeln
Illidan's Grasp|Illidans Griff
Felsoul Cleave|Teufelsseelenspalten
Temporal Orb|Temporalkugel
Lurking Eruption|Schlummernde Eruption
The Dreaming|Der Traumgang
Shrouded|Verhüllt
Mark of Betrayal|Mal des Verrats
Disarming|Entwaffnen
Liquid Hellfire|Flüssiges Höllenfeuer
Empowered Liquid Hellfire|Mächtiges flüssiges Höllenfeuer
Empowered Bonds of Fel|Mächtige Teufelsfesseln
Bonds of Fel|Teufelsfesseln
Eye of Gul'dan|Auge von Gul'dan
Manifest Azzinoth|Azzinoth manifestieren
Corruption Meteor|Verderbnismeteor
Illusionary Night|Illusionäre Nacht
Summon Creep|Kriecher beschwören
Corrupting Desolation|Verderbende Verwüstung
Call of the Wild|Ruf der Wildnis
Felburst|Teufelsstoß
Felflame|Teufelsflamme
Fish Bomb|Fischbombe
Burst of Cold|Kältewelle
Essence of Night|Essenz der Nacht
Seeker Swarm|Sucherschwarm
Carrion Plague|Aasseuche
Arcane Seepage|Arkanes Leck
Flames of Sargeras|Flammen von Sargeras
Fel Efflux|Teufelsausfluss
Resonant Slash|Resonantes Schlitzen
Time Release|Zeitentfesselung
Burst of Time|Ausbruch der Zeit
Mana Rupture|Manaausbruch
Darkening Soul|Verdunkelnde Seele
Nightmare Blades|Alptraumklingen
Experience Eliminated|Erfahrung eliminiert
Shatter Essence|Essenz zertrümmern
Searing Brand|Sengendes Brandmal
Choking Fog|Erstickender Nebel
Fel Obelisk|Teufelsobelisk
Black Harvest|Schwarze Ernte
Shadow's Grasp|Griff des Schattens
Essence Sever|Essenz abtrennen
Shadow Shroud|Schattenverhüllung
Corrupting Presence|Verderbende Präsenz
Toxic Slice|Giftiges Stück
Rain from Above|Teuflischer Niederschlag
Cleansing Rage|Läuternde Wut
Succulent Feast|Saftiges Festmahl
Gaze of Vethriz|Blick von Vethriz
Parasitic Wound|Schädliche Wunde
Awakening|Erwachender
Corruption: Unfathomable Reality|Verderbnis: Unergründliche Realität
Blooddrinker|Bluttrinker
Void Fissures|Leerenklüfte
Frigid Nova|Eisige Nova
Assault on Thunder Totem|Angriff auf Donnertotem
Tidal Eruption|Gezeiteneruption
Titan's Thunder|Titanendonner
Pull of the Sea|Sog der Meere
Void Ejection|Leerenausstoß
Void Eruption|Leereneruption
Winter is Coming|Der Winter naht
Weapons of Deathwing|Todesschwinges Waffen
Warp Nightwell|Nachtbrunnen verzerren
Shadowy Split|Schattenhafte Teilung
Temporal Shift|Zeitverschiebung
Conversation: Saurfang|Gespräch: Saurfang
Stolen Essence|Gestohlene Essenz
Queen's Decree|Dekret der Königin
Abundance|Überfluss
Spellstone of Kel'danath|Zauberstein von Kel'danath
Soul Carver|Seelenschnitzer
Void Nova|Leerennova
Aggramar's Stride|Aggramars Schritte
Nightmare Spores|Alptraumsporen
Focused Void|Fokussierte Leere
Ancestral Protection|Schutz der Ahnen
Teleport - Nexus Vault|Teleportieren - Nexuskammer
Increase Artifact Knowledge|Artefaktwissen erhöhen
Energy Tracker|Energieverfolger
Dissolve|Auflösen
Barracks|Kaserne
Waste Away|Dahinwelken
Bloodstone|Blutstein
Increase Item Level|Gegenstandsstufe erhöhen
Summon Azuregos|Azuregos beschwören
