Original|Translated
Unstable Sun Beam|Неустойчивый луч солнца
Photosynthesis|Фотосинтез
Mirror Name|Отражение имени
Brightleaf Flux|Канифоль Светлого Листа
Solar Flare|Солнечная вспышка
Shield of Runes|Рунический щит
Iron Roots|Железные корни
Thorn Swarm|Шипастый рой
Tar|Мазут
Cosmic Smash|Кара небесная
Speed Boost|Повышение скорости
Barbed Shot|Осколочный выстрел
Runic Shield|Рунический щит
Hookshot|Бросок гарпуна
Runic Lightning|Руническая молния
Shield Smash|Сокрушение щитом
Petrified Bark|Окаменевшая кора
Runic Barrier|Руническая преграда
Fists of Stone|Каменные кулаки
Steam Rush|Паровое ускорение
Broken Bones|Переломанные кости
Molten|Огненный
Battering Ram|Стенобитный таран
Brittle|Ломкость
Brightleaf's Essence|Сущность Светлого Листа
Flame Vents|Струя огня
Missile Barrage|Заградительные стрелы
Searing Flame|Жгучее пламя
Fan the Flames|Раздувание пламени
Ice Shards|Ледяные осколки
Snowdrift|Сугроб
Frozen Blows|Ледяные дуновения
Grab Crate|Подцепить ящик
Throw Grenade|Бросок гранаты
Teldrassil Sproutling|Росток Тельдрассила
Shock Grenade|Шоковая граната
Harpoon Shot|Выстрел гарпуна
Eject Passenger 2|Катапультирование пассажира 2
Thrust|Выпад
Enchanted Broom|Чудесная метла
Shield-Breaker|Удар по щиту
Nature's Fury|Гнев природы
Power Word: Barrier|Слово силы: Барьер
Pheromones|Феромоны
Sunbeam|Луч солнца
Shackle|Оковы
Lightning Lash|Искрящаяся плеть
Surge of Darkness|Наступление Тьмы
Hardened Bark|Грубая кора
Flame Jets|Струи пламени
Aura of Despair|Аура отчаяния
Fury of the Storm|Гнев бури
Grab|Захват
Slag Pot|Шлаковый ковш
Mounted Melee Victory|Победа верхом в ближнем бою
Hardened|Бывалый
Throw Javelin|Бросок копья
Energy Orb|Энергетическая сфера
Harpooned|Гарпун
Starlight|света
Boom!|Бум!
Lumberjackin'|Рубка леса
Sandbox Tiger|Тигр-качалка
Summon Guardian|Призыв стража
Chop Tree|Рубка дерева
Gravity Bomb|Гравитационная бомба
Force Cast|Заклинание Силы
Rocket Strike|Ракетный залп
Summon Wood|Призыв дерева
Sanity|Здравомыслие
Frost Bite|Кусачий мороз
Devouring Flame|Лавовая бомба
P3Wx2 Laser Barrage|Лазерный обстрел П61Щх2
Jet Pack|Реактивный ранец
Saronite Vapors|Саронитовые пары
Justice|Справедливость
Overhead Smash|Удар с размаха
Dusty Explosion|Пыльный взрыв
Rapid Burst|Короткая очередь
Spinning Up|Вращение
Supercharged|Суперзаряженный
Dark Transformation|Темное превращение
Desolation|Отчаяние
Lightning Brand|Грозовое клеймо
Ravage Armor|Разорвать броню
Napalm Shell|Заряд напалма
Plasma Ball|Шар плазмы
Void Wave|Волна Бездны
Void Barrier|Ограда Бездны
Storm Power|Грозовая энергия
Stone Shout|Крик камня
Lightning Arc|Дуговая молния
Rumble|Топот
Falling Rubble|Падающий обломок
Create Lance|Создание копья
Disguise|Маскировка
New Moon|Новолуние
Lunge|Выпад
Squeeze|Сдавливание
Body and Soul|Тело и душа
Erupt|Извержение
Curse of Doom|Проклятие рока
Empowered|Усиленный
Weakened|Слабость
Lunatic Gaze|Взгляд безумца
Overcharged|Перегрузка
Hand Pulse|Импульсный излучатель
Strength of the Pack|Воля стаи
Rip Flesh|Разрыв плоти
Barrel Toss|Бросок бочонка
Shattering Throw|Сокрушительный бросок
Spinning|Вращающийся
Sentinel Blast|Удар часового
Phase Punch Alpha|Фазовый удар - альфа
Sonic Screech|Ультразвуковой визг
Seeping Feral Essence|Сочащаяся дикая сущность
Feral Rush|Дикий натиск
Dark Shield|Темный щит
Throw Bucket of Water|Вылить ведро воды
Nature Bomb|Природная бомба
Self-Destruction|Самоуничтожение
Water Spray|Струя воды
Frost Bomb|Ледяная бомба
Magnetic Field|Магнитное поле
Focused Laser|Сфокусированный лазер
Living Flame|Живой жар
Superheated Winds|Жаркое дуновение
Energy Sap|Энергетическое ошеломление
Damaged|Повреждение
Fuse Armor|Плавящийся доспех
Charged Leap|Прыжок с разбегом
Devastating Leap|Разрушительный прыжок
Elune's Wrath|Гнев Элуны
Flaming Fists|Пылающие кулаки
Divine Hymn|Божественный гимн
Flaming Rune|Воспламеняющая руна
Summon Assassin|Вызов убийцы
Holy Mending|Заступничество небес
Fusion|Слияние
Lightning Field|Поле молний
Ride the Lightning|Оседлай молнию
Reorigination|Пересозидание
Arrival|Прибытие
Twilight Bolt|Сумеречная стрела
Defense Matrix|Защитная матрица
Trash Compactor|Уплотнение мусора
Sawblades|Циркулярные пилы
Capturing|Сбор
Speed Up|Прибавить скорость
Twilight Portal|Сумеречный портал
Consumed|Поглощение
Extinguish Flames|Погасить пламя
Teleport to Safety|Телепорт в безопасное место
Roiling Seas|Бурлящее море
Gear Scaling|Повышение характеристик
Singed|Пекло
Proximity Mine|Противопехотная мина
Constrict|Сдавливание
Summon Wind Rider|Призыв ветрокрыла
Mount Up|По седлам
Sunny|Солнце
Summon Shade of the Kaldorei|Призыв калдорайской тени
Attack Cue|Сигнал атаки
Surge of Light|Пробуждение Света
Dark Surge|Темная волна
Unleashed Light|Освобожденный Свет
Insect Swarm|Рой насекомых
Permafrost|мерзлота
Knockback Self|Отпрыгнуть
Frost Trap|Ледяная ловушка
Heal Bomb|Целительная бомба
Moonlight|Лунный свет
Magic Rooster|Волшебный петух
Pursuing Spikes|Настигающие шипы
Shadowbolt|Стрела Тьмы
Touch of Light|Касание Света
Experience|Опыт
Flametongue Weapon|Оружие языка пламени
Maelstrom Weapon|Оружие Водоворота
Hand of Protection|Длань защиты
Dark Vortex|Темная воронка
Lightning Arrows|Стрелы молний
Legion Flame|Пламя Легиона
Fizzle|Шиппи
Infernal Eruption|Инфернальное извержение
Nether Portal|Врата Пустоты
Spinning Pain Spike|Крутящийся шип боли
Shadow Veil|Покров Тьмы
Mistress' Kiss|Поцелуй Госпожи
Attack Me Cue|"Команда ""Атакуй меня"""
Throw Net|Бросить сеть
Feast|Красавчика
Fel Streak|Дорожка скверны
Fel Inferno|Геенна Скверны
Fel Shock|Удар скверны
Incendiary Rocket|Запуск зажигательной ракеты
Summon Memory|Призыв воспоминания
Confess|Признание
