Original|Translated
Defiled Ground|Sol profané
Rush of Flame|Ruée de flamme
Impaling Slam|Heurt d'empalement
Critical Focus|Focalisation critique
Burning Heat|Chaleur brûlante
Boon of Bwonsamdi|Faveur de Bwonsamdi
Summon Bwonsamdi|Invocation de Bwonsamdi
Blade Tempest|Déchaînement de lames
Invocation of Flame|Invocation de flamme
Shadowflame Nova|Nova d’ombreflamme
Slash|Danse
Seeping Twilight|Crépuscule filtrant
Earth Spike|Pointe de terre
Nightmare Pool|Zone cauchemardesque
Horrifying Howl|Hurlement horrible
Turn Left|Virage à gauche
Ascend|Monter
Turn Right|Virage à droite
The Skullcracker|Le fêle-crâne
Chains of Woe|Chaînes de malheur
Black Shot|Tir noir
Descend|Descente
Sandstorm|Tempête de sable
Summon Camera|Invocation de caméra
Twilight Corruption|Corruption du Crépuscule
Sticky Webbing|Entoilage collant
Flame Bolt|Trait de flamme
Quicksand|Sables mouvants
Lava Blast|Déflagration de lave
Ascendant Strike|Frappe ascendante
Twilight Barrage|Barrage du Crépuscule
Twilight Explosion|Explosion du Crépuscule
Hatch|Eclosion
Drain Essence|Drain d'essence
Nether Dragon Essence|Essence de draconien du Néant
Shadow Gale|Trombe d'ombre
Consume Life Energy|Consommer l'énergie vitale
High Tide|Marée haute
Impaling Pull|Empaler et tirer
Waterspout|Geysérit
Noxious Spores|Spores nauséabondes
Lava Bolt|Trait de lave
Wake Up Dead|Réveil d'entre les morts
Bubble Blast|Tir de bulles
Rampant Growth|Croissance rampante
River Boat|Bateau fluvial
Oblivion|Effacement
Heartbreaker|Bourreau des cœurs
Flourish|Grand geste
Fungal Spores|Spores fongiques
Lava Spout|Jet de lave
Fiery Explosion|Explosion flamboyante
Dark Fissure|Fissure sombre
Burning Wound|Blessure brûlante
Beguile|Duperie
Alpha Beams|Rayons alpha
Blazing Inferno|Inferno flamboyant
Flame Wall|Mur de flammes
Mind Fog|Brouillard de l'esprit
Weapon Skills|Compétences d'armes
Armor Skills|Compétences d'armure
Icecrown's Chill|Froid de la Couronne de glace
Languages|Langues
Wave of Corruption|Vague de corruption
Shadowflame Bolt|Trait d’ombreflamme
Summon Meteor|Invocation d'un météore
Arcane Slash|Entaille arcanique
Water Jet|Jaillissement d'eau
Meat Grinder|Broyeur à viande
Static Burst|Jaillissement statique
Shackles|Entraves
Throw Keg|Lancer le tonneau
Bomb Chains|Chaînes de bombes
Shadow Smash|Frappe des ombres
Ground Pound|Sol martelé
Void Rip|Déchirure du Vide
Vicious Charge|Charge vicieuse
Blazing Heat|Chaleur flamboyante
Waterlogged|Canon
Offering|Offrande
Bubble Shield|Bouclier de bulles
Twilight Breath|Souffle du Crépuscule
Magnetic Toss|Ejection magnétique
Seed of Chaos|Graine du chaos
Freezing Beam|Rayon givrant
Bloodstone Teleport|Téléportation de la pierre de sang
Reign of Chaos|Règne du chaos
Disrupt Ritual|Perturber le rituel
Purify Spirit|Purification spirituelle
Armor Plating|Plaque d'armure
Charged Fists|Poings chargés
Raging Inferno|Inferno déchaîné
Lava Eruption|Éruption de lave
Highborne Prison|Prison de Bien-né
Stormcall|Appel de l'orage
Aqua Bomb|Bombe d'eau
Examining|Examen
Clobber|De plein fouet
Scrying|Vision
Summon Totem|Invocation d'un totem
Lava Burst Overload|Surcharge d’Explosion de lave
Tainted|Cafard
Void Burst|Explosion de vide
Echo of Light|Écho de la Lumière
Petrified|Pétrifié
Blood Shield|Bouclier de sang
Bound|Courant
Bloody Strike|Frappe sanglante
Blood Ritual|Rituel de sang
Stone Breath|Souffle de pierre
Debilitating Slime|Gelée débilitante
Dark Simulacrum|Sombre simulacre
Fel-Infused|Gangrimprégné
Execution|Exécution
Fire Whirl|Tourbillon de feu
Sonar Pulse|Pulsation de sonar
Scorching Blast|Déflagration brûlante
Lava Spew|Crachement de magma
Magma Burst|Explosion de magma
Shadow Weave|Tisse ombre
Lava Surge|Vague de lave
Biting Chill|Frisson mordant
Stampeding Roar|Ruée rugissante
Consuming Flames|Flammes consumantes
Shadowflame Breath|Souffle d'ombreflamme
Lightning Storm|Tempête de foudre
Lava Parasite|Parasite de lave
Roaring Flame|Flamme ronflante
Lure|Appât
Tracking|Pistage
Magma Jets|Jets de magma
Call Meteor|Appeler un météore
Absolute Zero|Zéro absolu
Roaring Flame Breath|Souffle de flamme ronflante
Meteor Impact|Impact de météore
Bombs Away!|Bombes !
Clear Auras|Effacer les auras
Voodoo Power|Puissance du vaudou
Sand Vortex|Vortex de sable
Summon Wolf|Invocation de loup
Forage|Fourrager
Toss Torch|Jeter une torche
Children of Deathwing|Enfants d'Aile de mort
Deepstone Oil|Huile de pierre-profonde
Archaeology|Archéologie
Starsurge|Éruption stellaire
Solar Beam|Rayon solaire
Recharging|Rechargement
Whirlpool|Tourbillonnement
Activated|Activé
Bubblebeam|Faisceau de bulles
Smouldering|Fumant
Torpedo|Torpille
Elementium Spike Shield|Bouclier de pointes d'élémentium
Rope Ladder|Échelle de corde
Devastation|Dévastation
Leaping Cleave|Enchaînement bondissant
Elementium Bulwark|Rempart d'élémentium
Seismic Shard|Éclat sismique
Trampoline Bounce|Rebond sur trampoline
Energy Shield|Bouclier d'énergie
Earth Shards|Éclats de terre
Boom Boots|Bottes boum
Sand Spray|Projection de sable
Slap & Chop|Coupe et hache
Summon Follower|Invocation d'un suivant
Spiritwalker's Grace|Grâce du marcheur des esprits
Summon Shadowy Figure|Invocation d'une silhouette ténébreuse
Free Your Mind|Libérez votre esprit
Force Grip|Poigne de force
Toxic Eruption|Éruption toxique
Toxic Bite|Morsure toxique
Body Slam|Plaquage
Full Belly|Ventre plein
Diseased Bite|Morsure pathogène
Acquiring Target|Acquisition d'une cible
Broken Leg|Patte cassée
Overwhelming Dread|Effroi accablant
Fish Toss|Lancer de poisson
Crushing Bite|Morsure broyeuse
Twilight Fireball|Boule de feu du Crépuscule
Spear|Survie
Summon Pet|Invocation du familier
Backdraft|Explosion de fumées
Power Generator|Générateur de puissance
Heavy Cannon|Canon lourd
Orb of Corruption|Orbe de corruption
Harden|Durcissement
Static Shock|Horion statique
Soul Link|Lien spirituel
Seal of Righteousness|Sceau de piété
Concentration Aura|Aura de concentration
Bleeding Edge|Tranchant hémorragique
Magma Eruption|Éruption de magma
Churning Dirt|Terre bouillonnante
Poison Bomb|Bombe de poison
Poison Puddle|Flaque de poison
Chemical Bomb|Bombe chimique
Chemical Cloud|Nuage chimique
Water Hose|Lance d'eau
Spray Water|Asperger d'eau
Furious Swipe|Balayage furieux
Beat Down|Passage à tabac
Steam|Vapeur
Havoc|Tumulte
Fel Firebolt|Éclair de feu gangrené
Temporal Displacement|Déplacement temporel
Immunity|Immunité
Instakill|Mort instantanée
Flame Thrower|Lanceur de flammes
Flame Stomp|Piétinement de flammes
Crushing Stomp|Piétinement écrasant
Stolen Power|Puissance dérobée
Cold Heart|Cœur froid
Searing Touch|Toucher incendiaire
Summon Wind Servants|Invocation de serviteurs des vents
Execution Sentence|Condamnation à mort
Lava Pool|Flaque de lave
Zanzil's Elixir|Élixir de Zanzil
Crystal Shards|Éclats de cristal
Crystal Shard|Éclat de cristal
Knocked Out|Assomé
Laser Strike|Frappe laser
Red Mist|Brume rouge
Ironfur|Ferpoil
Flame's Orders|Ordres de la flamme
Flaming Destruction|Destruction enflammée
Electrocute|Electrocuter
Blur|Flou
Blood Burst|Explosion sanglante
Fungal Growth|Croissance fongique
Hammer Time|Le temps du marteau
Fungal Evolution|Evolution fongique
Bravo Company Field Kit|Paquetage de la compagnie Bravo
Distraction|Diversion
Cold Hearted|Cœur froid
Dust Storm|Tempête de poussière
Fire!|Feu !
Shadow's Orders|Ordres de l'ombre
Summon Corrupting Adherent|Invocation d'un corrupteur adhérent
Crystal Barrage|Barrage de cristal
Dust Flail|Fléau de poussière
Atonement|Expiation
Corrupted Bite|Morsure corrompue
Heaven's Fury|Fureur des cieux
Call for Help|Appel à l'aide
Anchored|Ancré
Wail of Darkness|Hurlement des ténèbres
Ogreblade Smash|Frappe d'Ogrelame
Face Random Player|Affronter un personnage-joueur aléatoire
Enveloping Darkness|Linceul de ténèbres
Slow Down|Ralentir
Focused Strike|Frappe focalisée
Focused Strikes|Frappes focalisées
Rising Flames|Levée de flammes
Burning Blood|Sang ardent
Heart of Ice|Cœur de glace
Ring of Frost|Anneau de givre
Water Bomb|Bombe d'eau
Glaciate|Glaciation
Frozen|terres
Jump Drakes!|Sautez sur les drakes !
Flame Torrent|Torrent de flamme
Lashing Flurry|Rafale flagellante
Vulnerable|Vulnérable
Inferno Leap|Bond du feu d'enfer
Bombardment|Bombardement
Caustic Slime|Gelée caustique
Electric Blast|Déflagration électrique
Cloud Burst|Explosion du nuage
Lightning Rod|Bâtonnet d'éclair
Tempest Storm|Violence de la tempête
Raise Forsaken|Réanimation de Réprouvés
Cower|Dérobade
Steam Vent|Event à vapeur
Free Dragon|Libérer un dragon
Entangling Grasp|Étreinte enchevêtrée
Magical Chains|Chaînes magiques
Swirling Winds|Vents tournoyants
Eternal Flame|Flamme éternelle
Blight of Ozumat|Chancre d'Ozumat
Heal Me!|Soignez-moi !
Grounded|Liaison à la masse
Time Dilation|Dilatation du temps
Bloodbath|Bain de sang
Slippery Suds|Mousse glissante
Hammer Fist|Poing marteau
Flamelash|Fouet de flamme
Frenzied Assault|Assaut frénétique
Scorching Breath|Souffle de brûlure
Earth Crack|Lézarde
Plague Bomb|Bombe de peste
Crushing Earth|Terre broyeuse
Stone Spike|Pointe de pierre
Shuriken Toss|Lancer de shuriken
Dancing Flames|Flammes dansantes
Blight Spray|Projection chancreuse
Flight of the Val'kyr|Vol des Val'kyrs
Blood of the Worgen|Sang des worgens
Projectile Goods|Marchandises projetées
Toxic Residue|Résidu toxique
Call to Arms|Appel aux armes
Feral Spirit Link|Lien d'esprit farouche
Skull Crush|Brise-tête
Powder Keg|Baril de poudre
Lit Fuse|Mèche allumée
Dark Resurrection|Sombre résurrection
Arcane Shackles|Entraves arcaniques
Searing Breath|Souffle incendiaire
Toss Bomb|Jeter la bombe
Mortally Wounded|Mortellement blessé
Zealotry|Fanatisme
Static Cling|Adhérence statique
Blood in the Water|Du sang dans l'eau
Blade Barrier|Barrière de lames
Jet Stream|Courant-jet
Storm Surge|Éruption de tempête
Rocked|Secoué
Twister|tornade
Dismantle|Démantèlement
Hungering Shadows|Ombres affamées
Artillery Barrage|Barrage d'artillerie
Haywire|Moissonneur
Putrefy|Putréfier
Lava Plume|Plume de lave
Gravity Crush|Broiement gravitationnel
Slipstream|Sillage
Call of Victory|Appel de la victoire
Call of Dominance|Appel de la domination
Call of Conquest|Appel de la conquête
Gathered Storms|Tempêtes conjuguées
Surge of Conquest|Vague de conquête
Surge of Dominance|Vague de domination
Surge of Victory|Vague de victoire
Howling Gale|Trombe hurlante
Siege Cannon|Canon de siège
Shock Defense|Défense de choc
Light of Dawn|Lumière de l’aube
Sun's Radiance|Radiance du soleil
Templar's Verdict|Verdict du templier
Catch Fall|Chute de la prise
Raging Blow|Coup déchaîné
Summon Portal|Invocation de portail
Gravely Wounded|Gravement blessé
Consuming Flame|Flamme consumante
Pooled Blood|Sang en flaque
Wicked Blade|Lame pernicieuse
Shadow Mending|Guérison d'ombre
Chilling Winds|Vents glaçants
Light Barrage|Barrage de lumière
Alchemy Tarot|Tarot d'alchimiste
Roundhouse Kick|Coup de pied circulaire
Word of Glory|Mot de gloire
Commune With Spirits|Communion avec les esprits
Firebloom|Fleur de feu
Skyfall|Chute céleste
Soul Shatter|Brise-âme
Selfless Healer|Soigneur altruiste
Void Soul|Ame du Vide
Festering Strike|Frappe purulente
Hand of Gul'dan|Main de Gul’dan
Deep Breath|Souffle profond
Leather Specialization|Spécialisation Cuir
Mail Specialization|Spécialisation Mailles
Plate Specialization|Spécialisation Plaques
Close|Fermeture
Soothing Breeze|Brise apaisante
Stalking|Persécuteur
Storm's Edge|Orée de la tempête
Unstable Twilight|Crépuscule instable
Summon Tempest|Invocation de tempête
Dazzling Destruction|Destruction éblouissante
Wind Storm|Vent de tempête
Fabulous Flames|Flammes fabuleuses
Guardian of Ancient Kings|Gardien des anciens rois
Supremacy of the Storm|Suprématie de l'orage
Chain Hook|Crochet à chaîne
Wild Energy|Énergie sauvage
Igniting|Incendier
Mad Dash|Course effrénée
Devouring Flames|Flammes dévorantes
Shadow Eruption|Éruption ombreuse
Collecting|Collecte
Power Burst|Explosion de puissance
Ice Storm|Tempête de glace
Summon Spiderling|Invocation d'une jeune araignée
Summon Spiderlings|Invocation de jeunes araignées
Netted|Pris dans le filet
Long Arm of the Law|Long bras de la loi
Arcane Expulsion|Expulsion arcanique
Douse Fire|Eteindre le feu
Blow Dart|Fléchette de sarbacane
Poisonous Mushroom|Champignon vénéneux
Ethereal Form|Forme éthérienne
Collapsing Star|Effondrement d'étoile
Shadowflame Blast|Déflagration d'ombreflamme
Grounding Field|Champ d'immobilisation
Squall Line|Ligne de grains
Gripping Shadows|Ombres prenantes
Concussive Blast|Explosion commotionnante
Burning Gaze|Regard ardent
Storm Totem|Totem d'orage
Blazing Eruption|Éruption flamboyante
Wind Burst|Jaillissement de vent
Running Wild|Ventre à terre
Wild Leap|Bond du fauve
Fists of Flame|Poings de flamme
Fists of Frost|Poings de givre
Gale Wind|Grand vent
Molten Burst|Explosion de la fournaise
Stormling|tournoyant
Tremors|Tremblements
Storm Shield|Bouclier des tempêtes
Mantaur|Homme-taure
Empower Elemental|Renforcement de l'élémentaire
Bombs Away|Bombes
Whirling Blades|Lames tourbillonnantes
Cloudburst|Explosion nuageuse
Asphyxiate|Asphyxier
Lethargic Poison|Poison léthargique
Brutal Strikes|Frappes brutales
Crimson Flames|Flammes cramoisies
Acid Rain|Pluie acide
Twisting Winds|Vents sinueux
Teleport: Tol Barad|Téléportation : Tol Barad
Portal: Tol Barad|Portail : Tol Barad
Fel Barrier|Barrière gangrenée
Nature's Cure|Soins naturels
Baiting|Appâter
Harvest|Moisson
Belch|Rot
Holy Word: Chastise|Mot sacré : Châtier
Thirst for Blood|Soif de sang
Wild Mushroom|Champignon sauvage
Demon Chain|Chaîne démoniaque
Captured Hillsbrad Human|Humain de Hautebrande capturé
Assassination|Assassinat
Hallowed Ground|Terre bénie
Relentless Storm|Tempête incessante
Pact of Darkness|Pacte des ténèbres
Consuming Darkness|Ténèbres consumantes
Fel Firestorm|Tempête de feu gangrenée
Spirit Realm|Monde des esprits
Purifying Light|Lumière purificatrice
Volcano|d'Argus
Shovel|Pelle
Solar Fire|Feu solaire
Stealing|Vol
Throw Food|Lancer de la nourriture
Satiated|Gavé
Vine Grip|Poigne de la vigne
Arcane Amplifier|Amplificateur arcanique
Training|d'entraînement
Fill Vial|Remplir la fiole
Wrack|Calvaire
Guild Battle Standard|Etendard de bataille de guilde
Overheated|Surchauffe
Molten Barrier|Barrière de la fournaise
Lightning Clouds|Nuages d'éclairs
Charged Shot|Tir chargé
Fireburst|Jaillissement de feu
Summon Rainbow|Invocation d'arc-en-ciel
Wind Tunnel|Tunnel de vent
Felstorm|Gangrorage
Depleted|Fourbu
Tol Barad Victory|Victoire à Tol Barad
Flame Arrows|Flèches enflammées
Singe Magic|Brûle-magie
Drink Tray|Chariot de boissons
Rupture Line|Ligne de rupture
Indomitable|Indomptable
Absorb Essence|Absorption d'essence
Capture Wisp|Capturer un feu follet
Bloom|Flore
Radiant|lame
Lunar Strike|Frappe lunaire
Surging Tides|Marées déferlantes
Water Shell|Carapace d'eau
Burning Blades|Lames ardentes
Kiss of Death|Baiser de la mort
Find Weakness|Découverte des faiblesses
Frantic Leap|Bond affolé
Rotting Bile|Bile en décomposition
Blaze of the Heavens|Brasier des cieux
The Innkeeper's Daughter|La fille de l'aubergiste
Burning Soul|Ame ardente
Mystic Egg|Œuf mystique
Shadow Vortex|Vortex d'ombre
Cloak|Occulter
Shredder Round|Cartouche du déchiqueteur
On Fire!|En feu !
Whisper|Murmure
Wisp Form|Forme de feu follet
Shambling Rush|Ruée titubante
Molten Shield|Bouclier de la fournaise
Condense|Condenser
Instakill Other|Mort instantanée d'autres
Plague Gas|Gaz de peste
Ignition|Embrasement
Enigma|Enigme
Hardened Shell|Carapace durcie
Blademaster|Maître des lames
Duelist|Duelliste
Crystal Storm|Tempête de cristal
Emergency Pool Pony|Poney gonflable d'urgence
Death Beam|Rayon de mort
Poisoned|Empoisonné
Adrenaline|Adrénaline
Choking|Lianes
Cauldron of Battle|Chaudron de bataille
Big Cauldron of Battle|Grand chaudron de bataille
Vile Swill|Vil rata
Fire Stuff|Objets enflammés
Shadow Fog|Brouillard d'ombre
Soul Swap|Échange d’âme
Claw Flurry|Rafale de griffes
Survey Mastery|Maîtrise du levé
Place Obelisk|Placer un obélisque
Vicious Slash|Entaille vicieuse
Mutagen|Mutagène
Twilight Rift|Faille du Crépuscule
Rift Blast|Déflagration de la faille
Plague Breath|Souffle de peste
Light's Embrace|Étreinte de la Lumière
Dying Breath|Dernier souffle
Entomb|Ensevelir
Icy Shroud|Voile glacial
Burrow Attack|Attaque fouisseuse
Stay of Execution|Sursis à l'exécution
Poison Vial|Fiole de poison
Pistol Barrage|Barrage au pistolet
Crystal Toss|Jet de cristal
Fury of the Sands|Fureur des sables
Sands of Time|Sables du temps
Massive Shockwave|Violente onde de choc
Black Breath|Souffle noir
Mesmerizing Gaze|Regard envoûtant
Shield of the Perfidious|Bouclier du perfide
Summon Bloodthirsty Ghouls|Invocation de goules assoiffées de sang
Wracking Pain|Douleur insupportable
Boulder Smash|Jet de rocher
Rainbow Generator|Générateur d'arc-en-ciel
Calamity|Calamité
Bubbles|d'air
Root Self|Auto-immobilisation
Skull Bash|Coup de crâne
Rest|Repos
Captured Wild Camel|Dromadaire sauvage capturé
Fire Bolt|Éclair de feu
CLICK ME|CLIQUEZ-MOI
Spiritmend|Soignesprit
Sight Beyond Sight|Vision par-delà la vision
Moonkin Hatchling|Bébé sélénien
Lightning in a Bottle|Foudre en bouteille
Searing Words|Mots incendiaires
Teleport to Stormwind|Téléportation vers Hurlevent
Return Home|Retour à la maison
Zanzil's Resurrection Elixir|Élixir de résurrection de Zanzil
Frostburn Formula|Formule de brûlure du givre
Flame Blossom|Fleur-de-flammes
Tears of Blood|Larmes de sang
Thermal Jump|Saut thermique
Wave of Agony|Vague d’agonie
Toxic Link|Lien toxique
Breath of Hethiss|Souffle de Hethiss
Pool of Acrid Tears|Flaque de larmes acerbes
Snake Eyes|Yeux de serpent
Gaping Wound|Plaie béante
Bloodvenom|Venin sanglant
Venomous Effusion|Ecoulement venimeux
Spirit World|Monde des esprits
Devastating Slam|Heurt dévastateur
Bloodletting|Carnage
Throw Poison|Lancer de poison
Furnace Fire|Feu de la fournaise
Focused Fire|Feu focalisé
Squad Heal|Soins de l’escouade
Eyes of Occu'thar|Yeux d'Occu'thar
Gaze of Occu'thar|Regard d'Occu'thar
Loom of Fate|Rouet du destin
Sunder Rift|Ouverture d’une faille
Matrix Restabilized|Matrice restabilisée
Rebel Camp Defender|Défenseur du camp rebelle
Big Bad Voodoo|Grand méchant vaudou
Valid Host|Hôte adapté
Deadzone|Zone morte
Spiderweb Filament|Fil de toile d’araignée
Fiery Web Spin|Tissage de toile ardente
Magma Flow|Coulée de magma
Call the Flock|Appel du vol
