Original|Translated
Mirror Image Aura|Aura de Reflejo exacto
Plague Barrel Launch|Barril de peste
Plaguethrower Backpack|Mochila de lanzapestes
Surging Power|Poder en oleada
Tear Gas|Gas lacrimógeno
Empowered Flare|Centella potenciada
Summon Snivel|Invocar a Quejica
Shattered Will|Voluntad destrozada
Diseased|Rata
Light's Blessing|Bendición de la Luz
Throw Meat|Lanzar carne
Glittering Sparks|Chispas relumbrantes
Increase Spell Power|Aumentar poder con hechizos
Necrotic Touch|Toque necrótico
Chaos Bane|Pesadilla de caos
Soul Fragment|Trozo de alma
Feral Leap|Salto feral
Nightmare Cloud|Nube pesadilla
Shock Vortex|Vórtice de choque
Nightmares|Pesadillas
Copy Damage|Copiar daño
Serpent Ward|Guardián serpiente
Summon Nightmare Portal|Invocar portal pesadilla
Unstable|Energía
Freezing Ground|Tierra helada
Pain and Suffering|Dolor y sufrimiento
Call Blood Beast|Llamar a bestia de sangre
Blood Link|Vínculo de sangre
Jump Charge Unit|Saltar unidad de carga
Gastric Bloat|Hinchazón gástrica
Summon Sylvanas|Invocar a Sylvanas
Iron Bomb|Bomba de hierro
Mark of the Fallen Champion|Marca del campeón caído
Frost Infusion|Infusión de Escarcha
Soul Barrage|Tromba de alma
Hallucination|Alucinación
Blood Nova|Nova de sangre
Corrupted Touch|Toque corrupto
Hopelessness|Desesperanza
Summon Broken Frostmourne|Invocar Agonía de Escarcha rota
Mass Resurrection|Resurrección en masa
Life Infusion|Infusión de vida
Restore Soul|Restaurar alma
Summon Souls|Invocar almas
Scent of Blood|Aroma de sangre
Achievement|Logro
Shadow Surge|Oleada de las Sombras
Summon Lilian Voss|Invocar a Lilian Voss
Gathering|Recolecta
Play Movie|Reproducir película
Vigilance|vigilancia
Summon Horde|Invocar Horda
Leap of Faith|Salto de fe
Life Siphon|Succionar vida
Flame Jet|Chorro de llamas
Cone Lightning|Cono de relámpagos
Rigor Mortis|Rigor mortis
Shadow Trap|Trampa de las Sombras
Electrical Discharge|Descarga eléctrica
Spirit Bomb|Bomba de espíritu
Summon Spirit Bomb|Invocar bomba de espíritu
Kaja'Cola Zero-One|Kaja'Cola Zero-Uno
Intimidated|Intimidado
Stardust|Polvo estelar
Harvest Souls|Recolectar almas
Molten Fists|Puños de arrabio
Arcing Slash|Tajo arqueado
Rune of Healing|Runa de sanación
Void Rift|Falla del Vacío
Void Infusion|Infusión de vacío
Sea Legs|Piernas de mar
Conductivity|Conductividad
Gathering Storms|Acumulación de tormentas
Water Walk|Camino sobre el agua
Headbutt|Cabezazo
Firestorm|Tormenta de Fuego
Boss Hittin' Ya|El jefe te está sacudiendo
Big Red Button|Gran botón rojo
Healing Rain|Lluvia de sanación
Motivate|Motivar
Searching for Artifacts|Búsqueda de artefactos
Yes|Sí
Blitz|Ataque relámpago
Motivated|Servidor
Solar Winds|Vientos solares
Following|Siguiendo
Corrosive Spray|Rocío corrosivo
Mastery|Maestría
Veil of Sky|Velo del cielo
Astral Rain|Lluvia astral
Flap|Aletear
Greater Haste|Celeridad superior
Windwalk|Caminaviento
Tank Buster|Tronchatanques
Fire Rocket|Lanzar cohete
Astral Shift|Cambio astral
Celestial Call|Llamada celestial
Water Beam|Haz de agua
Lightning Beam|Haz de relámpagos
Spirit Vision|Visión de espíritu
Lava Gout|Gota de lava
Fire Missile|Lanzar misil
Camera Shake|Temblor de cámara
Parachute Pack|Paquete de paracaídas
Facing Channel|Mirando a canal
Summon Clone|Invocar clon
Twilight Blast|Explosión Crepuscular
Serrated Slash|Tajo dentado
Nightmare Bolt|Descarga de pesadilla
Twilight Flames|Llamas Crepusculares
Rescuing|Al rescate
Meteor Strike|Golpe de meteorito
Subjugate|Subyugar
Storm Blast|Explosión de tormenta
Ring of Fire|Anillo de fuego
Dark Breath|Aliento oscuro
Summon Twilight Portal|Invocar portal Crepuscular
Corporeality|Corporalidad
Bleeding Wound|Herida sangrante
Summon Skardyn|Invocar skardyn
Instant Statue|Estatua instantánea
Climb Up|Trepar
Shield of Light|Escudo de Luz
Inspiration|Inspiración
Petrifying Gaze|Mirada petrificante
Mighty Stomp|Pisotón poderoso
Leaping Rush|Carga con salto
Pinch|Cangrejo
Encumbered|Sobrecargado
Defiled Ground|Suelo mancillado
Rush of Flame|Carga de llamas
Impaling Slam|Embate empalador
Critical Focus|Enfoque crítico
Burning Heat|Calor ardiente
Boon of Bwonsamdi|Favor de Bwonsamdi
Summon Bwonsamdi|Invocar a Bwonsamdi
Blade Tempest|Tormenta de hojas
Invocation of Flame|Invocación de llamas
Shadowflame Nova|Nova de pirosombra
Slash|Tajo
Seeping Twilight|Crepúsculo acuoso
Earth Spike|Púa terrestre
Nightmare Pool|Poza de pesadillas
Horrifying Howl|Aullido horripilante
Turn Left|Girar a la izquierda
Ascend|Ascender
Turn Right|Girar a la derecha
The Skullcracker|El Revientacalaveras
Chains of Woe|Cadenas de tragedia
Black Shot|Disparo negro
Descend|Descender
Corrupted|corrupto
Sandstorm|Tormenta de arena
Summon Camera|Invocar cámara
Twilight Corruption|Corrupción Crepuscular
Sticky Webbing|Red pegajosa
Flame Bolt|Descarga de llamas
Quicksand|Arenas movedizas
Lava Blast|Explosión de lava
Ascendant Strike|Golpe de ascendiente
Twilight Barrage|Tromba Crepuscular
Evolution|Evolución
Twilight Explosion|Deflagración Crepuscular
Hatch|Incubar
Drain Essence|Drenar esencia
Nether Dragon Essence|Esencia de dragón abisal
Shadow Gale|Vendaval de las Sombras
Consume Life Energy|Consumir energía vital
Ping Guard|Marcar guardia
High Tide|Marea alta
Impaling Pull|Atracción empaladora
Waterspout|Aspersor
Noxious Spores|Esporas nocivas
Lava Bolt|Descarga de lava
Wake Up Dead|Despertar muerto
Bubble Blast|Explosión de burbujas
Rampant Growth|Crecimiento desenfrenado
River Boat|Barco fluvial
Oblivion|Olvido
Heartbreaker|Rompecorazones
Bubbled|Patito
Flourish|Florecer
Fungal Spores|Esporas de hongos
Lava Spout|Chorro de lava
Fiery Explosion|Deflagración ígnea
Dark Fissure|Fisura oscura
Burning Wound|Herida ardiente
Beguile|Cautivar
Alpha Beams|Haces Alfa
Blazing Inferno|Inferno llameante
Flame Wall|Muro de llamas
Mind Fog|Niebla mental
Weapon Skills|Habilidades de arma
Armor Skills|Habilidades de armadura
Icecrown's Chill|Escalofrío de la Corona de Hielo
Languages|Idiomas
Wave of Corruption|Ola de corrupción
Shadowflame Bolt|Descarga de llama de las sombras
Summon Meteor|Invocar meteorito
Arcane Slash|Tajo Arcano
Water Jet|Cohete de agua
Meat Grinder|Picadora de carne
Static Burst|Ráfaga estática
Shackles|Encadenar
Throw Keg|Lanzar barril
Bomb Chains|Cadenas de bombas
Shadow Smash|Golpe de sombra
Ground Pound|Aporrear suelo
Void Rip|Desgarro de vacío
Vicious Charge|Carga sañosa
Blazing Heat|Calor llameante
Sitting|Sentado
Waterlogged|Cañón
Offering|Ofrenda
Bubble Shield|Escudo de burbujas
Twilight Breath|Aliento Crepuscular
Magnetic Toss|Lanzamiento magnético
Seed of Chaos|Semilla de Caos
Freezing Beam|Haz congelante
Bloodstone Teleport|Teletransporte con sangrita
Reign of Chaos|Reino del Caos
Disrupt Ritual|Interrumpir ritual
Purify Spirit|Purificar espíritu
Armor Plating|Blindaje de armadura
Charged Fists|Puños cargados
Raging Inferno|Inferno enfurecido
Lava Eruption|Erupción de lava
Highborne Prison|Prisión de Altonato
Stormcall|Llamada de la tormenta
Aqua Bomb|Bomba acuática
Examining|Examinando
Clobber|Apalear
Scrying|Adivinación
Summon Totem|Invocar tótem
Lava Burst Overload|Sobrecarga de Ráfaga de lava
Tainted|Curiana
Void Burst|Ráfaga de vacío
Echo of Light|Eco de Luz
Petrified|Petrificado
Blood Shield|Escudo de sangre
Bound|Arroyo
Bloody Strike|Golpe de sangre
Blood Ritual|Ritual de sangre
Stone Breath|Aliento de piedra
Debilitating Slime|Baba debilitadora
Dark Simulacrum|Simulación oscura
Fel-Infused|Vil-imbuido
Execution|Ejecución
Fire Whirl|Remolino de fuego
Sonar Pulse|Impulso de sónar
Scorching Blast|Explosión agostadora
Lava Spew|Vómito de lava
Magma Burst|Ráfaga de magma
Shadow Weave|Tejer sombras
Lava Surge|Oleada de lava
Biting Chill|Escalofrío cortante
Stampeding Roar|Rugido de estampida
Consuming Flames|Llamas acuciantes
Shadowflame Breath|Aliento de Pirosombra
Lightning Storm|Tormenta de relámpagos
Chain Visual|Visual de cadena
Lava Parasite|Parásito de lava
Roaring Flame|Llama rugidora
Lure|Cebo
Tracking|Rastrear
Magma Jets|Chorros de magma
Call Meteor|Llamar a meteoro
Absolute Zero|Cero absoluto
Roaring Flame Breath|Aliento de llama rugidora
Meteor Impact|Impacto de meteorito
Bombs Away!|¡Bombas fuera!
Clear Auras|Despejar auras
Voodoo Power|Poder de vudú
Sand Vortex|Vórtice de arena
Summon Wolf|Invocar lobo
Forage|Indagar
Toss Torch|Lanzar antorcha
Children of Deathwing|Hijos de Alamuerte
Deepstone Oil|Aceite Piedraprofunda
Archaeology|Arqueología
Starsurge|Oleada de estrellas
Solar Beam|Rayo solar
Recharging|Recargando
Whirlpool|Remolino
Activated|Cosechabot
Bubblebeam|Haz de burbujas
Smouldering|Incandescente
Elementium Spike Shield|Escudo de púas de elementium
Rope Ladder|Escala de cuerda
Devastation|Devastación
Leaping Cleave|Mella con salto
Elementium Bulwark|Baluarte de elementium
Torrent|Torrente
Concentration|Concentración
Seismic Shard|Fragmento de seísmo
Trampoline Bounce|Balanceo de trampolín
Energy Shield|Escudo de energía
Earth Shards|Fragmentos de tierra
Boom Boots|Botas de Bum
Sand Spray|Pulverizador de arena
Slap & Chop|Cortar y rebanar
Hobo Information|Información de pordiosero
Summon Follower|Invocar seguidor
Spiritwalker's Grace|Gracia del caminaespíritus
Summon Shadowy Figure|Invocar figura enigmática
Free Your Mind|Libera tu mente
Force Grip|Agarre de fuerza
Toxic Eruption|Erupción tóxica
Toxic Bite|Mordedura tóxica
Body Slam|Embate corporal
Full Belly|Tripa llena
Diseased Bite|Mordedura enfermiza
Acquiring Target|Fijando objetivo
Broken Leg|Pierna rota
Overwhelming Dread|Pavor sobrecogedor
Fish Toss|Lanzamiento de pez
Bioluminescence|Bioluminiscencia
Crushing Bite|Mordedura aplastante
Twilight Fireball|Bola de Fuego Crepuscular
Discipline|Disciplinar
Spear|Lanza
Summon Pet|Invocar mascota
Backdraft|Explosión de humo
Power Generator|Generador de poder
Speak to Fallen Spirit|Hablar con espíritu caído
Tied Up|Atado
Heavy Cannon|Cañón pesado
Orb of Corruption|Orbe de corrupción
Harden|Endurecer
Static Shock|Choque estático
Shared Health|Salud compartida
Soul Link|Enlace de alma
Seal of Righteousness|Sello de Rectitud
Concentration Aura|Aura de concentración
Bleeding Edge|Vanguardia hemorrágica
Magma Eruption|Erupción de magma
Churning Dirt|Suciedad agitada
Poison Bomb|Bomba de veneno
Poison Puddle|Charco venenoso
Chemical Bomb|Bomba química
Chemical Cloud|Nube química
Aggro Nearby Targets|Agro a objetivos cercanos
Water Hose|Manguera
Spray Water|Pulverizador de agua
Furious Swipe|Flagelo furioso
Beat Down|Pegar fuerte
Steam|Vapor
Havoc|Estragos
Fel Firebolt|Descarga de Fuego vil
Temporal Displacement|Desplazamiento temporal
Illusion|sombría
Immunity|Inmunidad
Instakill|Muerte instantánea
Flame Thrower|Lanzallamas
Flame Stomp|Pisotón de llamas
Crushing Stomp|Pisotón aplastante
Stolen Power|Poder robado
Cold Heart|Corazón frío
Searing Touch|Toque abrasador
Stalactite|Estalactita
Summon Wind Servants|Invocar sirviente del viento
Execution Sentence|Sentencia de ejecución
Summon Rocketway Transport|Invocar transporte de cohetepista
Lava Pool|Charco de lava
Zanzil's Elixir|Elixir de Zanzil
Crystal Shards|Fragmentos de cristal
Crystal Shard|Fragmento de cristal
Knocked Out|Noqueado
Summon Saboteur|Invocar a saboteador
Laser Strike|Golpe de láser
Red Mist|Niebla roja
Ironfur|Cueracero
Flame's Orders|Órdenes a la llama
Flaming Destruction|Destrucción flameante
Electrocute|Electrocutar
Blur|Emborronar
Efflorescence|Floración
Blood Burst|Ráfaga de sangre
Fungal Growth|Crecimiento fúngico
Hammer Time|Hora del martillo
Fungal Evolution|Evolución fúngica
Bravo Company Field Kit|Paquete de campo de la Compañía Bravo
Distraction|Distracción
Cold Hearted|Corazón helado
Dust Storm|Tormenta de polvo
Fire!|¡Fuego!
Shadow's Orders|Órdenes a las Sombras
Summon Corrupting Adherent|Invocar partidario en corrupción
Crystal Barrage|Tromba de cristal
Dust Flail|Apéndice polvoriento
Fracture|Fisura
Doomsday Messenger Visual|Mensajero del día del Juicio Final
Atonement|Contrición
Corrupted Bite|Mordedura corrupta
Summon Hippogryph|Invocar hipogrifo
Heaven's Fury|Furia del cielo
Earth Shake|Temblor de tierra
Call for Help|Pedir ayuda
Anchored|Anclado
Wail of Darkness|Lamento de oscuridad
Ogreblade Smash|Machaque de Hojaogra
Update Phase Shift|Actualizar cambio de fase
Shadow Siphon|Succión de las Sombras
Deactivated|Desactivado
Face Random Player|Enfrentarse a jugador aleatorio
Enveloping Darkness|Oscuridad envolvente
Slow Down|Ralentizar
Focused Strike|Golpes enfocados
Focused Strikes|Golpes enfocados
Rising Flames|Llamas crecientes
Burning Blood|Sangre ardiente
Heart of Ice|Corazón de hielo
Ring of Frost|Anillo de Escarcha
Water Bomb|Bomba de agua
Glaciate|Helar
Frozen|Necrófago
Jump Drakes!|¡Abordar draco!
Flame Torrent|Torrente flamígero
Lashing Flurry|Furia de azotes
Inferno Leap|Salto inferno
Bombardment|Bombardeo
Caustic Slime|Babosa cáustica
Electric Blast|Explosión eléctrica
Cloud Burst|Ráfaga de nubes
Earth Burrow|Madriguera terrestre
Lightning Rod|Vara relámpago
Tempest Storm|Tormenta tempestuosa
Raise Forsaken|Levantar a Renegado
Cower|Agazapar
Hurl|Lanzar
Steam Vent|Escape de vapor
Free Dragon|Liberar dragón
Entangling Grasp|Trabazón enredador
Magical Chains|Cadenas mágicas
Swirling Winds|Vientos espirales
Eternal Flame|Llama eterna
Blight of Ozumat|Añublo de Ozumat
Heal Me!|¡Sáname!
Grounded|Pterrordáctilo
Time Dilation|Dilatación temporal
Bloodbath|Baño de sangre
Slippery Suds|Espuma resbaladiza
Hammer Fist|Puño martillo
Flamelash|Latigazo de llamas
Frenzied Assault|Asalto frenético
Scorching Breath|Aliento agostador
Earth Crack|Rotura terrestre
Plague Bomb|Bomba de peste
Summon Crowley|Invocar a Crowley
Summon Bloodfang|Invocar Colmillo de Sangre
Despawn All Summons|Desaparición de todas las invocaciones
Cancel Summon|Cancelar invocar
Crushing Earth|Tierra aplastante
Stone Spike|Púa de piedra
Shuriken Toss|Lanzamiento de shuriken
Dancing Flames|Llamas bailarinas
Summon Agatha|Invocar a Agatha
Blight Spray|Pulverizador de añublo
Flight of the Val'kyr|Vuelo de las Val'kyr
Blood of the Worgen|Sangre de los huargen
Projectile Goods|Proyectil de mercancías
Toxic Residue|Residuo tóxico
Call to Arms|Llamamiento a las armas
Feral Spirit Link|Vínculo de espíritu feral
Skull Crush|Aplastamiento de cráneo
Powder Keg|Tonel de pólvora
Summon Harrison|Invocar Harrison
Summon Cloned Image|Invocar imagen clonada
Lit Fuse|Encender mecha
Dark Resurrection|Resurrección oscura
Teleport Player|Teletransportar a jugador
Arcane Shackles|Grilletes Arcanos
Water Explosion|Explosión de agua
Launch Quest|Lanzar misión
Searing Breath|Aliento abrasador
Toss Bomb|Lanzar bomba
Mortally Wounded|Herido de muerte
Zealotry|Fanatismo
Static Cling|Adhesión estática
Blood in the Water|Sangre en el agua
Blade Barrier|Barrera de filos
Jet Stream|Corriente propulsora
Storm Surge|Oleada tormentosa
Rocked|Empedrado
Twister|diminuto
Dismantle|Desguarnecer
Hungering Shadows|Sombras hambrientas
Artillery Barrage|Tromba de artillería
Haywire|Cosechador
Putrefy|Pudrir
Summon Tarenar Sunstrike|Invocar a Tarena Golpe Solar
Lava Plume|Columna de lava
Gravity Crush|Machaque de gravedad
Inquisition|inquisición
Slipstream|Arrastracorrientes
Call of Victory|Llamada de victoria
Call of Dominance|Llamada de dominancia
Call of Conquest|Llamada de conquista
Gathered Storms|Tormentas reunidas
Surge of Conquest|Oleada de conquista
Surge of Dominance|Oleada de dominancia
Surge of Victory|Oleada de victoria
Howling Gale|Vendaval aullante
Siege Cannon|Cañón de asedio
Summon Cromush|Invocar a Cromush
Shock Defense|Defensa de choque
Light of Dawn|Luz del alba
Sun's Radiance|Resplandor solar
Dust Explosion|Explosión de polvo
Templar's Verdict|Veredicto del templario
Catch Fall|Atrapar caída
Raging Blow|Arremetida enfurecida
Lurk Search|Buscar a escondidas
Summon Portal|Invocar portal
Draconic Mending|Alivio dracónico
Gravely Wounded|Gravemente herido
Consuming Flame|Llama acuciante
Pooled Blood|Sangre encharcada
Wicked Blade|Hoja maligna
Shadow Mending|Atenuación de las Sombras
Chilling Winds|Vientos escalofriantes
Light Barrage|Tromba de luz
Alchemy Tarot|Tarot de alquimia
Roundhouse Kick|Patada circular
Word of Glory|Palabra de gloria
Commune With Spirits|Comulgar con los espíritus
Firebloom|Flor de fuego
Skyfall|Hundecielos
Soul Shatter|Despedazar alma
Selfless Healer|Sanación desinteresada
Void Soul|Alma de vacío
Festering Strike|Golpe purulento
Ping Clone|Ping clon
Hand of Gul'dan|Mano de Gul'dan
Deep Breath|Aliento profundo
Leather Specialization|Especialización en cuero
Mail Specialization|Especialización en malla
Plate Specialization|Especialización en placas
Summon Southsea Parrots|Invocar loros de los Mares del Sur
Summon Southsea Grenadier|Invocar granadero de los Mares del Sur
Summon Southsea Burnmaster|Invocar maestro de quema de los Mares del Sur
Close|Cerrar
Shake|Sacudir
Soothing Breeze|Brisa calmante
Stalking|Asesino
Storm's Edge|Borde de la tormenta
Unstable Twilight|Crepúsculo inestable
Summon Tempest|Invocar tempestad
Dazzling Destruction|Destrucción deslumbrante
Wind Storm|Tormenta de viento
Fabulous Flames|Llamas portentosas
Guardian of Ancient Kings|Guardián de los antiguos reyes
Supremacy of the Storm|Supremacía de la tormenta
Chain Hook|Gancho de cadena
Summon Caravan|Invocar caravana
Wild Energy|Energía salvaje
Igniting|Prendiendo fuego
Mad Dash|Carrerilla loca
Devouring Flames|Llamas devoradoras
Shadow Eruption|Erupción de las Sombras
Collecting|Recogiendo
Summon Holographic Projector|Invocar proyector holográfico
Power Burst|Ráfaga de poder
Ice Storm|Tormenta de hielo
Summon Spiderling|Invocar arañita
Summon Spiderlings|Invocar arañitas
Netted|Envuelto
Fade to Black|Fundido a negro
Long Arm of the Law|Largo brazo de la ley
Arcane Expulsion|Expulsión Arcana
Douse Fire|Mitigar fuego
Blow Dart|Dardo afilado
Poisonous Mushroom|Champiñón venenoso
Ethereal Form|Forma etérea
Collapsing Star|Estrella en colapso
Shadowflame Blast|Explosión de Pirosombra
Grounding Field|Campo derribador
Squall Line|Línea de borrasca
Gripping Shadows|Sombras adherentes
Concussive Blast|Explosión de conmoción
Burning Gaze|Mirada ardiente
Summon Bomber|Invocar bombardero
Storm Totem|Tótem de tormenta
Blazing Eruption|Erupción llameante
Wind Burst|Ráfaga de viento
Running Wild|Impulso salvaje
Wild Leap|Salto salvaje
Fists of Flame|Puños de llamas
Fists of Frost|Puños de Escarcha
Gale Wind|Viento huracanado
Molten Burst|Ráfaga de arrabio
Stormling|espiral
Tremors|Temblores
Storm Shield|Escudo de tormenta
Mantaur|Fortachón
Empower Elemental|Potenciar elemental
Bombs Away|Bombas fuera
Whirling Blades|Hojas giratorias
Summon Lunk|Invocar a Ñoño
Cloudburst|Ráfaga de nubes
Asphyxiate|Asfixiar
Lethargic Poison|Veneno aletargante
Brutal Strikes|Golpes brutales
Captured|Exiliado
Crimson Flames|Llamas Carmesí
Acid Rain|Lluvia ácida
Twisting Winds|Vientos giratorios
Teleport: Tol Barad|Teletransporte a: Tol Barad
Fel Barrier|Barrera vil
Nature's Cure|Cura de la Naturaleza
Scraps|Desechos
Baiting|Colocar cebo
Harvest|Cosecha
Summon Orkus|Invocar a Orkus
Belch|Eructar
Holy Word: Chastise|Palabra Sagrada: Condena
Statue|Estatua
Thirst for Blood|Sed de sangre
