Original|Translated
Collapsing Void|Vacío en colapso
Tent Visual|Visual de tienda
Ghostly Howl|Aullido fantasmal
Bounding Whirl|Remolino elástico
Knocked Down|Derribado
Toxic Breath|Aliento tóxico
Serrated Edge|Filo dentado
Rune of Earth|Runa de tierra
Venom Spray|Pulverizador de veneno
Ground Shatter|Destrucción terrestre
Web Blast|Ráfaga de telarañas
Charging Slash|Carga con tajo
Grappling Hook Visual|Visual de gancho
Summon Gazlowe|Invocar a Gazlowe
Deactivating Waygate|Desactivar puerta
Shattering Strike|Golpe devastador
Drink Beer|Beber cerveza
Smashed|Beodo
Frost Storm|Tormenta de Escarcha
Rumbling Tremors|Temblores resonantes
Germinate|Germinar
Rending Claws|Garras desgarradoras
Powered Up|Cargada
Zap!|¡Zap!
Ravaging Slice|Tajo devastador
Spinal Shards|Fragmentos de espinas
Volatile Discharge|Descarga volátil
Reckoning|Juicio
Jagged Caltrops|Abrojos dentados
Artillery|Artillería
Charged Ground|Suelo cargado
Trampling Stampede|Estampida aplastante
Ice Bomb|Bomba de hielo
Rending Bite|Mordisco desgarrador
Holy Radiance|Radiancia Sagrada
Maniacal|Maniaco
Create Shipment - Trading Post|Crear envío - Puesto comercial
Ogre Waygate Activation|Activación de puerta ogra
Activating Waygate|Activar puerta
Hold Your Ground|Inamovible
Celestial Alignment|Alineación celestial
Lasher Venom|Veneno azotador
Life Essence|Esencia vital
Fel Rune|Runa vil
Wild Flames|Llamas salvajes
Stone Pillar|Pilar de piedra
Chrysalis|Crisálida
Lasso|Lazo
Fearsome Battle Standard|Confalón de batalla aterrador
Activate|Activar
Dark Rift|Falla oscura
Fury of Sanketsu|Furia de Sanketsu
Free Soul|Liberar alma
Blazing Slash|Tajo abrasador
Unearthed Fury|Furia desenterrada
Twin Fangs|Colmillos gemelos
Fire Volley|Salva de fuego
Blazing Dash|Embate abrasador
Trembling Earth|Tierra convulsa
Rune Crystal: Arcane|Cristal de runa: Arcano
Summon Murky|Invocar a Murky
Neutralize|Neutralizar
Void Shard|Fragmento del Vacío
Blood Rain|Lluvia de sangre
Blitzing Charge|Carga bombardera
Shield Throw|Lanzamiento de escudo
Fel Nova|Nova vil
Frozen Core|Núcleo helado
Deadshot|renegado
Hail of Bullets|Chaparrón de balas
Iron Shackles|Grilletes de hierro
Unstoppable Charge|Carga imparable
Solar Pulse|Pulso solar
Shocking Blast|Explosión electrificante
Stoke the Flames|Avivar las llamas
Reaping Scythe|Guadaña segadora
Eat Chicken|Comer pollo
Summon Crate|Invocar cajón
Whirling Axes|Hachas giratorias
Fel Bomb|Bomba vil
Fungal Tumor|Tumor fúngico
Death Bound|Sometido a la muerte
Earth Dust Cloud|Nube de polvo de tierra
Exhaust Fumes|Vapores de combustión
Putrid Belch|Eructo pútrido
Loot Explosion|Explosión de botín
Void Expulsion|Expulsión del Vacío
Engulf|Engullir
Infernal Strike|Golpe infernal
Retched Acid|Ácido estragado
Unstable Slag Mines|Minas de escoria inestables
Power Up!|¡Ventaja!
Fel Empowerment|Potenciación vil
Curse of the Legion|Maldición de la Legión
Breaking Free|Liberación
Grappling|Guantelete
Bop|Mamporro
Mince Finely|Picar fino
Animate Slag|Babosa animada
Reward|Recompensa
Personal Explosives|Explosivos personales
Gulp|Ranita
Swarming Missiles|Nube de misiles
Bladed Crusher|Triturador afilado
Feeding Time!|¡Hora de comer!
Void Field|Campo de Vacío
Poisoned Daggers|Dagas envenenadas
Blood Bash|Azote de sangre
Blazing Winds|Vientos llameantes
Crushing Grip|Agarre aplastante
Bone Grinder|Molehuesos
Salute|Saludo
Flame On!|¡Llamas a mí!
Petting|Acariciando
Felfire Bolt|Descarga de fuego vil
Fel Rain|Lluvia vil
Magma Burn|Quemadura de magma
Twisted Flame|Llama retorcida
Guiding Light|Luz inspiradora
Murloc Rush|Carga de múrloc
Get Down!|¡Agáchate!
Divine Intervention|Intervención divina
Rain of Spears|Lluvia de lanzas
Call of the Void|Llamada del Vacío
Picking Up...|Recogiendo...
Inspiring Battle Standard|Confalón de batalla inspirador
Rune of Disintegration|Runa de desintegración
Soul Void|Vacío del alma
Siege Blast|Explosión de asedio
Madness|Locura
Felfire Blast|Explosión de fuego vil
Slag Breath|Aliento de escoria
Colossal Slam|Embate colosal
Hungry Charge|Carga hambrienta
Crashing Lava|Lava batiente
Shredding Charge|Carga trituradora
Fel Comet|Cometa vil
Trembling Stomp|Pisotón sísmico
Venomous Fangs|Colmillos venenosos
Demonwrath|Cólera demoníaca
Lava Wreath|Espiral de lava
Invisible|Acechador
Flametongue|Lengua de Fuego
Triple Strike|Golpe triple
Phoenix Strike|Ataque de fénix
Phoenix Flames|Llamas de fénix
Exposed|Expuesto
Molten Firestorm|Tormenta de fuego de arrabio
Earth Smash|Machaque de tierra
Mystery Keg|Barril misterioso
Aftershocks|Réplicas
Erupting Geysers|Géiseres en erupción
Battle for Shattrath Cinematic|Escena de vídeo de la Batalla por Shattrath
Choking Powder|Polvo asfixiante
Blazing Charge|Carga abrasadora
Bonus Objective Credit|Crédito de objetivo de bonificación
Entangling Vines|Parras enredadoras
Shadowflame Pyre|Pira de Pirosombra
Caustic Breath|Aliento cáustico
Throw Apple|Lanzar manzana
Combine|Combinar
From the Shadows|Desde las sombras
Crushing Assault|Asalto aplastante
Shadow Claws|Garras de las Sombras
Fumarole|Fumarola
Blackrock Flamethrower|Lanzallamas Roca Negra
Skulking|Asesina
Debug|Depurar
Soul Inhale|Inhalación de alma
Power Stomp|Pisotón de poder
Crystal|encarcelador
Poke|Chinchar
Malefic Slam|Embate maléfico
Monstrous Vines|Parras monstruosas
Heaven's Wrath|Cólera celestial
Gazing Eye|Ojo contemplador
Blast Furnace|Horno de Fundición
Detonating|Detonando
Call Beast|Llamar bestia
Blade Twister|Tuercehojas
Create Whistle|Crear silbato
Soulsever|Cercenaalmas
Everbloom|Vergel Eterno
Camera Shake - Large|Temblor de cámara - Grande
Dragon Form|Forma de dragón
Feather Fall|Caída de pluma
Summon Sands of Time|Invocar arenas del tiempo
Wind Rush|Carga de viento
Killing Blow|Golpe de gracia
Explosive Slag Mine|Mina de escoria explosiva
Agitated Water|Agua perturbada
Flame Vent|Corriente de llamas
Ember in the Wind|Ascuas en el viento
Shadow Residue|Residuo sombrío
Toss Anchor|Lanzar ancla
Breakout|Fuga
Burst of Experience|Ráfaga de experiencia
Chest of Iron|Pechera de hierro
Legs of Iron|Piernas de hierro
Gloves of Iron|Guantes de hierro
Helm of Iron|Yelmo de hierro
Shoulders of Iron|Sobrehombros de hierro
Spirit Shuffle|Mezcla de espíritus
Boulder Crush|Pedrusco machacador
Nether Energy|Energía abisal
Fighter Chow|Condumio de luchador
Close Portal|Cerrar portal
Mage Portal|Portal de mago
King Prison|Prisión del rey
Volatile Bomb|Bomba volátil
Volatile Detonation|Detonación volátil
Frosty Bombardment|Bombardeo helado
Sea-Brine Toxin|Toxina de salmuera marina
Shattered Souls|Almas destrozadas
Fungal Pull|Arrastre fúngico
Tidal Spear|Lanza de marea
Pufferfish|Pez globo
March of the Murlocs|Marcha de los múrlocs
Rune of Alacrity|Runa de prontitud
Wave of Light|Ola de Luz
Electric Orb|Orbe eléctrico
Fire Laser|Láser de Fuego
Heating|Calentando
Hammering|Martilleando
Quenching|Saciando
Undertow|Resaca
Hailstorm|Pedrisca
Fresh Meat|Carne fresca
Crashing Tide|Marea aplastante
Rumbling Fissure|Fisura resonante
Finger of Pain|Dedo de dolor
Mana Rift|Falla de maná
Power Beam|Haz de poder
Throw Ashbringer|Lanzar la Crematoria
Siegeyard|Campo de asedio
Giant Leap|Salto gigante
Ashes to Ashes|Cenizas a las cenizas
Wrath of the Ashbringer|Cólera de la Crematoria
Templar's Infusion|Infusión del templario
Summon Murlocs|Invocar múrlocs
Fel Crystal|Cristal vil
Blind Charge|Carga ciega
Disable ALL Mounts|Desactivar TODAS las monturas
Fel Axe|Hacha vil
Recall Axe|Retirar hacha
Foul Pyroclasm|Piroestallido infecto
Receive Blessing|Recibir bendición
Summon Whelpling|Invocar vástago
K'ute|C'uco
Disrupting|Interrumpiendo
Treating Wounds|Curando heridas
Aura of Oppression|Aura de opresión
Felfire Brazier|Blandón de fuego vil
Touch of Doom|Toque de fatalidad
Aura of Contempt|Aura de desprecio
Aura of Malice|Aura de malicia
Seal of Decay|Sello de Descomposición
Crushing Darkness|Oscuridad aplastante
Harbinger's Mending|Alivio de la presagista
Cinder Breath|Aliento de ceniza
Infernal Spawn|Engendro infernal
Corruption Siphon|Succión de corrupción
Felfire Munitions|Munición de fuego vil
Blood Surge|Oleada de sangre
Edict of Condemnation|Edicto de Condenación
Hunger for Life|Hambre de vida
Empower Spirits|Potenciar espíritus
Touch of Harm|Toque de daño
Undulation|Ondulación
Blood Pact|Pacto de sangre
Legion Invasion|Invasión de la Legión
Fel Rupture|Ruptura vil
Roaring Flames|Llamas rugidoras
Annihilating Strike|Golpe aniquilador
Purple Wave|Ola morada
Empowered Healthstone|Piedra de salud potenciada
Ashen Strike|Golpe cinéreo
Infernal Tempest|Tempestad infernal
Orange Wave|Ola naranja
Green Wave|Ola verde
Demonic Possession|Posesión demoníaca
Summon Felfire Imp|Invocar diablillo de fuego vil
Heart Seeker|Buscador de corazones
Flowing Strike|Golpe fluyente
Dread Blades|Hojas aterradoras
Heavy Throw|Lanzamiento pesado
Felfire Volley|Salva de fuego vil
Legion Invasion Spawn|Engendro de invasión de la Legión
Resuscitating|Reanimando
Summon Representative|Invocar a representante
Hexagon|Hexágono
Tainted Shadows|Sombras corruptas
Weather|Clima
Bodyguard Miniaturization Device|Dispositivo de miniaturización de guardaespaldas
Drop Book|Soltar libro
Gavel of the Tyrant|Mazo del tirano
Explosive Runes|Runas explosivas
Gathering Darkness|Acumulación de oscuridad
Final Breath|Aliento final
Fel Corruption|Corrupción vil
Slick Ice|Hielo resbaladizo
Upgrade|Mejora
Call of Flame|Clamor de la llama
Dark Bond|Vínculo oscuro
Podling Swarm|Enjambre de vainetes
Retrieving the Ashbringer|Recuperando la Crematoria
Hellfire Assault|Asalto a Fuego Infernal
Vision of Death|Visión de muerte
Fel Puddle|Charco vil
Earthen Slam|Embate terráneo
Fel Barrage|Tromba vil
Unleashed Energy|Energía desatada
Fly to the Broken Shore|Volar a la Costa Abrupta
Corrosive Burst|Ráfaga corrosiva
Void Bomb|Bomba del Vacío
Siege Nova|Nova de asedio
Shoulder Demon|Demonio de hombro
Command Table|Mesa de mando
Summon Blood Knights|Invocar caballeros de sangre
Summon Stones of Creation|Invocar Piedras de la Creación
Draining|Drenando
Conducted Shock Pulse|Pulso de choque de conducción
Doom Spike|Púa de fatalidad
Phase Blink|Traslación de fase
Foul Trap|Trampa infecta
Fel Imp-losion|Implosión de diablillo vil
Tidal Splash|Salpicadura de marea
Fel Fury|Furia vil
Grasping Hands|Manos oprimentes
Explosive Burst|Ráfaga explosiva
Righteous Strength|Fuerza recta
Lacerating Swipe|Flagelo lacerante
Massive Blast|Estallido masivo
Volatile Reaction|Reacción volátil
Revealing Light|Luz de revelación
Expel Soul|Expulsar alma
Fel Hellstorm|Tormenta del infierno vil
Sweeping Slash|Tajo de barrido
Lunar Tempest|Tempestad lunar
Cavitation|Cavitación
Fel Swipe|Flagelo vil
Ghastly Wail|Gemido espantoso
Exposed Core|Núcleo expuesto
Summon Malfurion|Invocar a Malfurion
Wake of Destruction|Estela de destrucción
Seed of Destruction|Semilla de destrucción
Growing Darkness|Aumento de oscuridad
Visions of Kilrogg|Visiones de Kilrogg
Summon Scout|Invocar explorador
Fiery Residue|Residuo ígneo
Felseeker|Buscador vil
Fel Detonation|Detonación vil
Cancel S.E.L.F.I.E. Camera.|Cancelar cámara SELFI
Shadowforce|Fuerza de las Sombras
Fel Conduit|Conducto vil
Take Selfie|Hacerte una foto
Dark Inquisition|Inquisición oscura
Fuel Streak|Veta de combustible
Empowered Fel Hellstorm|Tormenta del infierno vil potenciada
Phantasmal Winds|Vientos fantasmales
Feast of Souls|Festín de almas
Tower Destroyed 1|Torre destruida 1
Pump|Aumento
Unstable Orb|Orbe inestable
Pumping|Aumentando
Gazing Shadows|Sombras observadoras
Shattered Defenses|Defensas desarmadas
Empowered Felseeker|Buscador vil potenciado
Surging Shadows|Sombras emergentes
Felblaze Charge|Carga de llamarada vil
Falling Slam|Embate descendente
Empowered Shadowforce|Fuerza de las Sombras potenciada
Ride Dragon|Montar en dragón
Gain Energy|Obtener energía
Rousing|Reanimando
Fel Frenzy|Frenesí vil
Plague Bolt|Descarga de peste
Fel Claws|Garras viles
Fel Chakram|Chakram vil
Fel Leap|Salto vil
Unbreakable Will|Voluntad inquebrantable
Deliver the Light|Luz entregadora
Activate Portal|Activar portal
Fel Sunder|Hendida vil
Abyssal Smash|Machaque abisal
Blade's Fury|Furia de la hoja
Grapple Ready|Agarre preparado
Hellfire Shot|Disparo de Fuego Infernal
Dark Ritual|Ritual oscuro
Localized Storm|Tormenta localizada
Infectious Bite|Mordisco infeccioso
Soul Bolt|Descarga de almas
Grapple Point|Punto de agarre
Flash Fire|Llamarada
Bursting Ulcer|Úlcera rebosante
Summon Lady Liadrin|Invocar a lady Liadrin
Summon Bloodvalor|Invocar a Sangrevalor
Summon Bloodwrath|Invocar a Sangre Colérica
Fel Incineration|Incineración vil
Summon Sunwalkers|Invocar Caminasol
Wrath of Nature|Cólera de la naturaleza
Consume Magic|Consumo de magia
Game Object Despawn Effect|REUSE ME
Summon Paladins|Invocar paladines
Infernal Core|Núcleo infernal
Grapple Land|Tierra de agarre
Belly Slam|Embate de tripa
Rancor|acuciante
Primal Roar|Rugido primigenio
Launch Bonus Objective|Lanzar objetivo de bonificación
Summon Infectious Grubs|Invocar larvas infecciosas
Ride Vethir|Montar en Vethir
Demonsteel Armguards|Guardabrazos de acero demoníaco
Demonsteel Waistguard|Guardarrenes de acero demoníaco
Demonsteel Pauldrons|Espaldares de acero demoníaco
Demonsteel Greaves|Grebas de acero demoníaco
Demonsteel Helm|Yelmo de acero demoníaco
Demonsteel Gauntlets|Guanteletes de acero demoníaco
Demonsteel Boots|Botas de acero demoníaco
Demonsteel Breastplate|Coraza de acero demoníaco
Summon Shadow Illusion|Invocar ilusión de las Sombras
Soul Sunder|Hender alma
Fel Blade|Filo vil
Searing Blaze|Llamarada abrasadora
War Drums|Tambores de guerra
Nightmare Corruption|Corrupción de la Pesadilla
Inscribing Your Name|Inscribiendo tu nombre
Plagued Spit|Flema apestada
Shadow Swipe|Flagelo de las Sombras
Tutorial Camera|Cámara tutorial
Inspiring Light|Luz estimulante
Plague Burst|Ráfaga de peste
Allure of Flames|Atracción de las llamas
Lap Sits|Asiento en el regazo
Ferocious Howl|Aullido feroz
Shadow Lash|Latigazo de sombras
Shortfuse Special|Minimecha especial
Soulfire|Fuego de alma
Fel Offering|Ofrenda vil
Fel Tremors|Tremores viles
Blessing of Dawn|Bendición del alba
Static Maelstrom|Vorágine estática
Unleashed Nightmare|Pesadilla desatada
Summon Felstalker|Invocar acechador vil
Burning Out|Quemándose
Mighty Smash|Machaque poderoso
Orb of Destruction|Orbe de destrucción
Elemental Infusion|Infusión elemental
Dispelling|Disipando
Barbed Tongue|Lengua con púas
Rancid Pool|Poza rancia
Shattering Crash|Colisión devastadora
Fly to Broken Shore|Volar a la Costa Abrupta
Erupting Slam|Embate emergente
Demon Taint|Corrupción demoníaca
Pollen Cloud|Nube de polen
Doom Shroom|Seta de calamidad
Throw Water|Lanzar agua
Anti-Matter|Antimateria
Shadow Pact|Pacto de las Sombras
Burning Maw|Fauces ardientes
Holy Flurry|Aluvión Sagrado
Death Brand|Enseña de la muerte
Felflame Shield|Escudo de llamas viles
Change Name|Cambiar nombre
Demonic Bond|Vínculo demoníaco
Quench|Sofocar
Curse of Lethargy|Maldición de letargo
Rending Howl|Aullido desgarrador
Infernal Smash|Machaque infernal
Light of the Martyr|Luz del mártir
Paying Respects|Presentando sus respetos
Blazing Wounds|Heridas llameantes
Keen Edge|Filo cortante
Spew Corruption|Vomitar corrupción
Axe|Hacha
Rumbling Earth|Tierra resonadora
Corruption Bolt|Descarga de corrupción
Fly to Dalaran|Volar a Dalaran
Charm Rescue|Rescate de talismán
Residual Energy|Energía residual
Soul Image|Imagen del alma
Fel Sear|Abrasamiento vil
Ysera's Wrath|Cólera de Ysera
Fel Burn|Quemadura vil
Burning Mirror|Espejo ardiente
Felblaze Rush|Ímpetu de llamarada vil
Chaos Implosion|Implosión de caos
Grapple!|¡Agárrate!
Delirium's Descent|Descenso al delirio
Howling Axe|Hacha aulladora
Enraged Regeneration|Regeneración enfurecida
Demolishing Leap|Salto demoledor
Consume Spirit|Consumo de espíritu
Unstable Soul|Alma inestable
Mark of the Necromancer|Marca del nigromante
Void Haze|Neblina del Vacío
Fel Shield|Escudo vil
Panic!|¡Pánico!
Nightmare Portal|Portal de la Pesadilla
Launch Docks Intro Quest|Iniciar misión
Blade of Justice|Hoja de justicia
Summon Runestone|Invocar piedra rúnica
Soul Fissure|Fisura de almas
Planting|Plantando
Summon Hand of Argus|Invocar Mano de Argus
Nightmare Visage|Rostro de pesadilla
Wailing Horror|Horror gemebundo
Burning Hands|Manos ardientes
Barrel|Rodante
Firmament Stone|Piedra del firmamento
Summon Portal Guardian|Invocar guardián de portal
Fill Barrel|Llenar barrica
Agitate|Agitar
Ashen|Druida
Radiation Sickness|Dolencia de radiación
Stalwart Guardian|Guardián incondicional
Low Tide|Marea baja
Epidemic|Epidemia
Shackled Torment|Tormento encadenado
Ocular Blast|Explosión ocular
Chaos Orb|Orbe del caos
Break Spirit|Romper espíritu
Call to Arms!|¡Llamamiento a las armas!
Summoning|Invocando
Start Event|Iniciar evento
Summon Sandfury Illusion|Invocar ilusión Furiarena
Inspiring Presence|Presencia de inspiración
Lit Torch|Antorcha encendida
Fel Rush|Carga vil
Energy Arc|Arco de energía
Doom Lord Transform|Transformación de señor de la fatalidad
Create Shoulder|Crear objeto para los hombros
Waking|Pato
For the Alliance!|¡Por la Alianza!
Vehicle Aura|Aura del vehículo
Crimson Vial|Vial carmesí
Deepening Shadows|Sombras crecientes
Fel Chain|Cadena vil
Deceptive Strike|Golpe engañoso
Shadow Riposte|Contestación de las Sombras
Ensorcelled|Embrujado
Tides of Shadow|Mareas de sombra
Shredder Stomp|Pisotón triturador
Felstorm Gale|Vendaval de tormenta vil
Volatile Eruption|Erupción volátil
Create Garrison: Artifact|Crear ciudadela: artefacto
Dark Bindings|Ataduras oscuras
Hellfire Cannons|Cañones de Fuego Infernal
Violent Eruption|Erupción violenta
Creeping Void|Vacío espeluznante
Grasp|Agarrar
Drag|Arrastrar
Big Red Rocket|Cohete rojo grande
Fancy Darkmoon Feast|Festín lujoso de la Luna Negra
Sugar-Crusted Fish Feast|Festín de pescado recubierto de azúcar
Rending Talons|Garfas desgarradoras
Momentum|Inercia
Pistol Shot|Disparo de pistola
Felrune Barrier|Barrera runavil
Fancy Feaster|Comensal elegante
Empowered Massive Blast|Estallido masivo potenciado
Wave Crush|Machaque de ola
Disabling|Inutilizando
Silkweave Pantaloons|Bombachos de filoseda
Silkweave Hood|Caperuza de filoseda
Silkweave Gloves|Guantes de filoseda
Silkweave Slippers|Zapatillas de filoseda
Imbued Silkweave Bracers|Brazales de filoseda imbuida
Imbued Silkweave Cinch|Cincho de filoseda imbuida
Imbued Silkweave Epaulets|Cubrehombros de filoseda imbuida
Imbued Silkweave Pantaloons|Bombachos de filoseda imbuida
Imbued Silkweave Hood|Caperuza de filoseda imbuida
Imbued Silkweave Gloves|Guantes de filoseda imbuida
Imbued Silkweave Slippers|Zapatillas de filoseda imbuida
Imbued Silkweave Robe|Toga de filoseda imbuida
Arrow of Light|Flecha de Luz
Rupturing Slam|Embate desintegrador
